FECHA,ATM,AGU,LDO,MIR,CEN,OBL,PIN,TLA,SFE,VAL
2017-01-01,2.041666666666668,2.0916666666666677,1.6708333333333332,,1.820833333333334,2.529166666666666,,3.1291666666666678,2.4583333333333326,1.5666666666666669
2017-01-02,2.510416666666667,2.0458333333333334,2.8083333333333327,,1.8354166666666671,2.9604166666666663,,3.5041666666666673,2.8499999999999996,1.5250000000000001
2017-01-03,2.701388888888889,2.1083333333333334,2.951388888888889,,1.8513888888888888,3.223611111111111,,3.7013888888888893,3.188888888888888,1.5333333333333337
2017-01-04,2.753125,2.184375,2.7427083333333333,,1.8697916666666667,3.1666666666666665,,3.951041666666667,3.432291666666666,1.6364583333333336
2017-01-05,2.833333333333333,2.355,2.7891666666666666,,1.884166666666667,3.3850000000000002,,4.019166666666666,3.5449999999999986,1.5700000000000003
2017-01-06,2.867361111111111,2.469444444444444,3.109027777777778,,1.901388888888889,3.5055555555555555,,4.168749999999999,3.822222222222221,1.5555555555555556
2017-01-07,2.92797619047619,2.496428571428571,3.1464285714285714,,1.9011904761904765,3.4613095238095237,,4.238095238095238,3.990476190476189,1.5
2017-01-08,2.995833333333333,2.50297619047619,3.4499999999999993,,1.89702380952381,3.5952380952380953,,4.205952380952381,4.07797619047619,1.4434523809523807
2017-01-09,2.9351190476190476,2.580357142857142,3.526785714285714,,1.8952380952380954,3.6285714285714286,,4.105357142857143,4.188095238095237,1.4541666666666666
2017-01-10,3.0220238095238092,2.622023809523809,3.4499999999999993,,1.9059523809523813,3.7089285714285714,,4.225595238095237,4.347023809523808,1.475595238095238
2017-01-11,3.1886904761904766,2.6273809523809515,3.5994987468671678,,1.9440476190476192,3.9482142857142857,,4.358928571428571,4.435119047619047,1.3607142857142855
2017-01-12,3.307142857142857,2.6958333333333324,4.004260651629073,,1.948809523809524,4.137499999999999,,4.486309523809523,4.549999999999999,1.4297619047619046
2017-01-13,3.304166666666667,2.6630952380952375,3.504260651629073,,1.9351190476190478,4.109523809523808,,4.4172619047619035,4.35595238095238,1.4470238095238095
2017-01-14,3.200595238095239,2.6702380952380946,3.259617794486216,,1.9232142857142858,4.179166666666666,,4.342261904761904,4.183333333333334,1.4797619047619046
2017-01-15,3.2571428571428576,2.648809523809523,2.8628104351788566,,1.9416666666666667,4.192857142857142,,4.47595238095238,4.251190476190476,1.506547619047619
2017-01-16,3.3285714285714296,2.573809523809523,2.5927232854864437,,1.9428571428571426,4.119642857142855,,4.630714285714285,4.124999999999999,1.520833333333333
2017-01-17,3.1458333333333344,2.619047619047618,2.5712679425837326,,1.9136904761904763,4.044642857142856,,4.445232919254658,3.772619047619046,1.4886904761904758
2017-01-18,2.8654761904761914,2.6345238095238086,2.537207792207793,,1.8535714285714289,3.862499999999999,,4.176780538302277,3.5077380952380937,1.5577380952380946
2017-01-19,2.5482142857142867,2.307142857142856,1.8088744588744599,,1.823214285714286,3.490476190476189,,3.962494824016563,3.1595238095238076,1.5142857142857133
2017-01-20,2.3416666666666677,2.136904761904761,2.1372077922077932,,1.805357142857143,3.482142857142856,,3.829161490683229,2.9380952380952365,1.4833333333333325
2017-01-21,2.2970238095238105,1.9714285714285706,2.150995670995672,,1.8000000000000003,3.647619047619046,,3.8124948240165626,2.8261904761904746,1.5101190476190471
2017-01-22,2.2940476190476202,1.9440476190476181,2.457359307359308,,1.8071428571428574,3.748809523809523,,3.9883281573498954,2.9249999999999985,1.50297619047619
2017-01-23,2.37857142857143,19.625595238095233,2.210993867243868,,1.8261904761904766,3.923809523809523,,4.014518633540372,3.1607142857142847,1.477380952380952
2017-01-24,2.5047619047619056,19.687344720496892,2.2272804576376015,2.641666666666667,1.843918219461698,3.874999999999999,,4.060714285714285,3.2924689440993777,1.4988095238095238
2017-01-25,2.560119047619048,19.567831262939954,2.1199675324675336,2.864311594202899,1.8518115942028988,3.8625517598343673,,4.095238095238094,3.3037784679089026,1.5107660455486542
2017-01-26,2.671428571428572,19.763069358178047,2.1693722943722955,2.7275966183574885,1.8672877846790894,3.9911231884057963,,4.208333333333332,3.3543737060041403,1.5196946169772259
2017-01-27,2.9386904761904766,20.024974120082813,1.956277056277057,3.2040307971014497,1.8863354037267084,3.986361283643892,,4.392261904761903,3.4954451345755686,1.5363612836438925
2017-01-28,3.0470238095238096,20.168426501035196,2.1482142857142867,3.4457246376811597,1.892287784679089,3.8310041407867494,,4.431547619047618,3.5406832298136646,1.529218426501035
2017-01-29,2.949404761904762,20.15711697722567,2.0125000000000006,3.3679649758454104,1.858359213250518,3.6310041407867493,,4.175595238095238,3.3162784679089023,1.5458850931677017
2017-01-30,2.8029761904761905,2.4481884057971044,2.0761904761904773,3.3403985507246374,1.8184782608695653,3.4149327122153204,,4.0214285714285705,3.021040372670807,1.590527950310559
2017-01-31,2.714285714285715,2.3001293995859244,1.9928571428571433,3.7814699792960655,1.8156314699792961,3.353623188405797,,4.047619047619048,2.9541666666666666,1.59945652173913
2018-01-01,2.6601190476190477,2.5148809523809557,1.8845238095238102,3.510119047619047,1.9142857142857144,3.2732142857142854,,4.075,3.070238095238095,1.591071428571428
2018-01-02,2.6059523809523815,2.6744047619047655,1.776190476190477,3.3095238095238084,1.9327380952380953,3.0624999999999996,,3.9791666666666674,3.2309523809523806,1.572619047619047
2018-01-03,2.4095238095238103,2.742261904761908,1.9214285714285722,2.810714285714285,2.0107142857142852,2.8220238095238095,,3.8303571428571446,3.3386904761904765,1.5708333333333324
