FECHA,ACO,AJU,AJM,ATI,CAM,CCA,CHO,CUA,CUT,FAC,HGM,IZT,LPR,LLA,MER,MON,NEZ,PED,SAG,SFE,MGH,TAH,TLA,TLI,UIZ,UAX,VIF,XAL,MPA,BJU,INN,GAM
2017-01-01,1.3333333333333333,,1.0,1.7083333333333333,1.875,1.0,1.875,1.1666666666666667,2.5833333333333335,1.8333333333333333,1.565217391304348,4.375,3.5,4.083333333333333,3.9583333333333335,2.1904761904761907,2.7916666666666665,0.8333333333333334,5.416666666666667,0.8333333333333334,2.1666666666666665,1.1304347826086956,2.375,4.375,2.7916666666666665,0.9583333333333334,,4.041666666666667,1.1904761904761905,,1.0416666666666667,
2017-01-02,1.2291666666666665,,5.020833333333333,2.5416666666666665,2.3125,1.6666666666666667,1.875,2.5416666666666665,3.8125,2.8541666666666665,1.5534420289855073,3.604166666666667,5.25,4.5625,4.354166666666667,1.9077380952380953,3.0625,1.5625,3.941666666666667,1.6666666666666667,2.6666666666666665,0.9818840579710144,3.3541666666666665,5.791666666666666,2.678442028985507,0.9791666666666667,,5.729166666666667,1.7410714285714284,,1.6875,
2017-01-03,2.097222222222222,,7.791666666666667,8.902777777777777,7.027777777777778,4.847222222222222,4.555555555555555,6.444444444444444,9.652777777777777,7.666666666666667,5.688405797101449,7.027777777777779,9.819444444444445,8.027777777777779,8.219444444444443,4.382936507936509,5.75,4.513888888888888,6.030555555555556,1.6666666666666667,7.347222222222221,3.8629227053140096,9.430555555555555,13.305555555555555,6.3689613526570055,4.291666666666667,,9.027777777777779,5.188492063492063,22.6,4.111111111111112,
2017-01-04,1.909873188405797,,7.822916666666667,8.989583333333332,6.493055555555555,5.322916666666667,4.270833333333333,7.458333333333333,8.708333333333332,8.875,5.119245524296675,6.748106060606061,8.572916666666666,6.968750000000001,8.133333333333333,3.9285067287784683,4.989583333333333,5.322916666666666,5.147916666666667,4.083333333333333,8.114583333333332,3.5534420289855073,9.302083333333332,11.75,5.924448287220026,4.458333333333333,,8.572916666666668,4.7500646997929605,15.8625,4.80072463768116,
2017-01-05,1.9278985507246376,,6.867857142857143,7.810714285714285,6.184920634920635,4.772619047619048,4.140476190476191,7.036666666666666,7.976190476190476,8.109523809523811,4.733491657532578,6.141341991341992,7.991666666666665,6.432142857142859,8.02095238095238,3.7428053830227745,4.505952380952381,4.725,5.1469047619047625,3.693452380952381,7.3202380952380945,3.2237060041407863,8.308333333333334,10.638095238095238,5.577653867871259,3.9857142857142853,,9.372619047619049,4.390527950310559,11.717857142857143,4.940579710144928,
2017-01-06,1.891304347826087,,6.216269841269842,7.0019841269841265,5.834656084656085,4.324404761904762,3.992063492063492,6.252777777777777,7.473214285714286,7.410714285714286,4.298743047943815,5.541396103896105,7.479166666666665,6.561507936507938,7.47579365079365,3.5773378191856455,4.123015873015873,4.263888888888888,6.5738095238095235,3.3464285714285715,6.655753968253968,2.9155883367839888,7.673611111111111,9.788690476190476,5.1897115565593825,3.5505952380952377,,9.47718253968254,4.2351621808143545,9.413392857142858,4.38798309178744,
2017-01-07,2.1984989648033126,,7.935374149659864,11.031462585034015,9.29280045351474,7.61139455782313,3.856292517006803,8.192857142857141,16.6734693877551,10.93589174800355,7.809636898237556,7.1604823747680895,8.386904761904761,10.296768707482995,10.175680272108844,3.7805752735876963,4.73639455782313,7.06547619047619,8.50969387755102,6.226190476190477,10.204931972789115,3.5764566696243714,11.654761904761903,15.693877551020408,6.341181334193757,5.049319727891157,,10.343537414965988,4.409900916888494,13.289047619047619,5.034937888198757,
2017-01-08,2.3115942028985508,,9.584183673469388,14.460034013605442,17.090419501133788,10.063775510204081,4.386054421768708,9.520238095238094,24.42942176870748,14.298986986098788,14.568177270908365,11.827149041434755,12.273809523809522,13.546768707482995,17.02687074829932,4.170031055900622,6.92091836734694,9.107919254658386,10.854931972789116,7.49702380952381,12.704931972789115,4.897108843537415,20.720238095238095,22.76530612244898,9.543562286574709,6.882653061224489,,13.188775510204081,5.49578527062999,16.581150793650792,5.4396997929606625,
2017-01-09,2.8473084886128364,,10.107993197278912,16.912414965986397,23.501133786848072,11.974489795918368,4.7312925170068025,10.091666666666665,26.40561224489796,16.900177462289264,19.824129651860748,16.964053803339517,14.535714285714283,20.320578231292522,22.88996598639456,5.092650103519669,9.385204081632654,10.560300207039337,15.806122448979592,8.30952380952381,15.020408163265305,6.504251700680272,26.26785714285714,29.122448979591837,12.915197897340756,9.628684807256235,,15.635204081632653,6.311261461106182,19.105272108843536,5.511128364389235,
2017-01-10,2.895962732919255,,10.965136054421768,15.407544836116264,24.23922902494331,11.470701917130489,4.052721088435375,9.447256728778466,25.31037414965986,16.93589174800355,21.013755502200883,18.05023392756312,15.857142857142856,22.915816326530614,23.940587104406983,4.635093167701863,9.325680272108844,10.473990683229813,21.243893011750153,8.467687074829932,15.10969387755102,6.200680272108843,25.79166666666666,32.54506802721088,13.183055040197898,9.02154195011338,,24.331632653061224,5.8894188110026615,18.625,4.448757763975155,
2017-01-11,3.0299467613132207,,10.494047619047619,16.43380230880231,24.520408163265305,11.125463821892394,4.163265306122449,8.566304347826085,25.137755102040813,16.041333924874298,21.199829931972793,17.904490781819977,15.962585034013603,23.02040816326531,23.679532682638275,4.772034900916888,9.42857142857143,9.917868234250221,24.36787518037518,7.717687074829932,14.437925170068025,6.3903061224489806,25.504251700680268,32.55357142857142,13.26530612244898,8.884637188208616,,24.20365646258503,5.976966873706003,18.158163265306122,4.045289855072464,
