PARAM,FECHA,0
CO,2017-06-19,0.30564734299516905
CO,2017-06-20,0.3212324016563147
CO,2017-06-21,0.44689285714285726
CO,2017-06-22,0.5527063492063493
CO,2017-06-23,0.5432910194623582
CO,2017-06-24,0.4201349206349206
CO,2017-06-25,0.3812093953023489
CO,2017-06-26,0.5517563287734123
CO,2017-06-27,0.6126902457861978
CO,2017-06-28,0.6196746031746033
CO,2017-06-29,0.6994003623188406
CO,2017-06-30,0.5605374396135265
CO,2017-07-01,0.49032738095238093
CO,2017-07-02,0.5412737624694146
CO,2017-07-03,0.535
CO,2017-07-04,0.6704961704961705
CO,2017-07-05,0.6546585841694538
CO,2017-07-06,0.45641457489878545
CO,2017-07-07,0.3899874581939799
CO,2017-07-08,0.4147435897435897
CO,2017-07-09,0.5188617754794225
CO,2017-07-10,0.7233149049093323
CO,2017-07-11,0.8615767045454543
CO,2017-07-12,0.7892239456804844
CO,2017-07-13,0.5941176470588234
CO,2017-07-14,0.4157091097308488
CO,2017-07-15,0.3302083333333334
CO,2017-07-16,0.4400694444444444
CO,2017-07-17,0.585487455851906
CO,2017-07-18,0.5250184409888355
CO,2017-07-19,0.5037065804142463
CO,2017-07-20,0.45287912171733685
CO,2017-07-21,0.592518115942029
CO,2017-07-22,0.5197832722832723
CO,2017-07-23,0.5630156075808249
CO,2017-07-24,0.7027093377636858
CO,2017-07-25,0.7041113351695194
CO,2017-07-26,0.5186797545105
CO,2017-07-27,0.47788725033194906
CO,2017-07-28,0.5790435003592899
CO,2017-07-29,0.4336329431438128
CO,2017-07-30,0.3687569676700112
CO,2017-07-31,0.336767165060004
CO,2017-08-01,0.346756072874494
CO,2017-08-02,0.35334498834498834
CO,2017-08-03,0.40282186948853616
CO,2017-08-04,0.4599617890634514
CO,2017-08-05,0.42322814995563446
CO,2017-08-06,0.32415674603174605
CO,2017-08-07,0.3662608225108225
CO,2017-08-08,0.2704745290494082
CO,2017-08-09,0.27985544217687075
CO,2017-08-10,0.4286204155575274
CO,2017-08-11,0.6269715791454921
CO,2017-08-12,0.3334821428571429
CO,2017-08-13,0.33086474214191613
CO,2017-08-14,0.4839443553341068
CO,2017-08-15,0.5626563559896892
CO,2017-08-16,0.36959321613211776
CO,2017-08-17,0.3693773624490362
CO,2017-08-18,0.4345833333333335
CO,2017-08-19,0.3656984007996003
CO,2017-08-20,0.2306534232883559
CO,2017-08-21,0.27128078817733997
CO,2017-08-22,0.29422038980509746
CO,2017-08-23,0.32445488721804516
CO,2017-08-24,0.25450083083568975
CO,2017-08-25,0.6615105908584168
CO,2017-08-26,0.5222771190162495
CO,2017-08-27,0.4137844611528822
CO,2017-08-28,0.45391841116478804
CO,2017-08-29,0.446017492127332
CO,2017-08-30,0.5070506486267354
CO,2017-08-31,0.5458550724637682
CO,2017-09-01,0.5277591630591631
CO,2017-09-02,0.28647619047619044
CO,2017-09-03,0.2608333333333333
CO,2017-09-04,0.4867187499999999
CO,2017-09-05,0.5459286803966438
CO,2017-09-06,0.488974358974359
CO,2017-09-07,0.32719192325151414
CO,2017-09-08,0.4015506358488815
CO,2017-09-09,0.3342928073000536
CO,2017-09-10,0.26727724100912514
CO,2017-09-11,0.45966819221967964
CO,2017-09-12,0.5581057227796358
CO,2017-09-13,0.6980351170568562
CO,2017-09-14,0.6156684981684981
CO,2017-09-15,0.5723351648351648
CO,2017-09-16,0.42900641025641034
CO,2017-09-17,0.2816722408026756
CO,2017-09-18,0.3828666666666667
CO,2017-09-19,0.3909300515031741
CO,2017-09-20,0.38497493734335836
CO,2017-09-21,0.4068154761904762
CO,2017-09-22,0.3903413012108664
CO,2017-09-23,0.38604166666666667
CO,2017-09-24,0.35104813664596274
CO,2017-09-25,0.5146395881006866
CO,2017-09-26,0.5719850763271815
CO,2017-09-27,0.5112564137186066
CO,2017-09-28,0.34375663876136464
CO,2017-09-29,0.413433402346446
CO,2017-09-30,0.36227874205189897
CO,2017-10-01,0.31779838022165385
CO,2017-10-02,0.37717443609022555
CO,2017-10-03,0.34710526315789475
CO,2017-10-04,0.34341325051759825
CO,2017-10-05,0.30113628834933187
CO,2017-10-06,0.3626231884057971
CO,2017-10-07,0.5093695652173913
CO,2017-10-08,0.4308857142857143
CO,2017-10-09,0.5648726851851853
CO,2017-10-10,0.36483686261932835
CO,2017-10-11,0.3113134057971014
CO,2017-10-12,0.32259420289855073
CO,2017-10-13,0.3234346340644294
CO,2017-10-14,0.3658608058608058
CO,2017-10-15,0.3759935897435899
CO,2017-10-16,0.2671635017029754
CO,2017-10-17,0.303453165522502
CO,2017-10-18,0.4526906207827261
CO,2017-10-19,0.6267628205128205
CO,2017-10-20,0.6851190476190477
CO,2017-10-21,0.5952143719806763
CO,2017-10-22,0.4133680555555555
CO,2017-10-23,0.32971659530083447
CO,2017-10-24,0.29740144927536233
CO,2017-10-25,0.28802083333333334
CO,2017-10-26,0.7927443609022556
CO,2017-10-27,0.7120010351966874
CO,2017-10-28,0.451695652173913
CO,2017-10-29,0.5058333333333332
CO,2017-10-30,0.6244881769641496
CO,2017-10-31,0.6372470826275175
CO,2017-11-01,0.7062585034013606
CO,2017-11-02,0.4832017770876467
CO,2017-11-03,0.505357142857143
CO,2017-11-04,0.4861788302277434
CO,2017-11-05,0.49930771221532083
CO,2017-11-06,0.6886026077097506
CO,2017-11-07,0.6032766439909298
CO,2017-11-08,0.6093281357165292
CO,2017-11-09,0.5113418737060041
CO,2017-11-10,0.5360501700680274
CO,2017-11-11,0.38122730573710967
CO,2017-11-12,0.36866898835853085
CO,2017-11-13,0.26504884004884005
CO,2017-11-14,0.31899298165602513
CO,2017-11-15,0.5368075924501755
CO,2017-11-16,0.5955908289241623
CO,2017-11-17,0.6680555555555556
CO,2017-11-18,0.7053321209118311
CO,2017-11-19,0.3336478337273831
CO,2017-11-20,0.5370370370370371
CO,2017-11-21,0.7559984768318101
CO,2017-11-22,0.4501695466369379
CO,2017-11-23,0.6428333333333331
CO,2017-11-24,0.9161876710246276
CO,2017-11-25,0.8677974893661168
CO,2017-11-26,0.5273684916800859
CO,2017-11-27,0.58319492370217
CO,2017-11-28,0.8607018250134189
CO,2017-11-29,0.8113249965137839
CO,2017-11-30,0.5667555555555556
CO,2017-12-01,0.7026420719631246
CO,2017-12-02,0.7127777777777777
CO,2017-12-03,0.6800144927536234
CO,2017-12-04,1.0244047619047618
CO,2017-12-05,0.9216421078921079
CO,2017-12-06,0.8086019320442275
CO,2017-12-07,0.6976040100250626
CO,2017-12-08,0.39996503496503494
CO,2017-12-09,0.4602231884057971
CO,2017-12-10,0.44355072463768125
CO,2017-12-11,0.9030027771319332
CO,2017-12-12,0.8115539055147751
CO,2017-12-13,1.0873636029545304
CO,2017-12-14,1.2438703154735762
CO,2017-12-15,0.9553893280632412
CO,2017-12-16,0.4581860954644136
CO,2017-12-17,0.826420716112532
CO,2017-12-18,0.8889699102829538
CO,2017-12-19,0.8883397596555492
CO,2017-12-20,0.7950491537448058
CO,2017-12-21,0.8277228327228326
CO,2017-12-22,0.8831730769230768
CO,2017-12-23,0.7735576923076923
CO,2017-12-24,0.7336760160129727
CO,2017-12-25,0.47332431077694237
CO,2017-12-26,0.6182442632850241
CO,2017-12-27,0.5908680555555557
CO,2017-12-28,0.5356431159420291
CO,2017-12-29,0.5642992424242425
CO,2017-12-30,0.6499535664617186
CO,2017-12-31,0.7595436507936508
CO,2018-01-01,0.3744507933780145
CO,2018-01-02,0.5047101449275362
CO,2018-01-03,0.5418005671077504
CO,2018-01-04,0.577739898989899
CO,2018-01-05,0.5356200737350623
CO,2018-01-06,0.4428819444444443
CO,2018-01-07,0.5365942028985508
CO,2018-01-08,0.662396480331263
CO,2018-01-09,0.6762287334593573
CO,2018-01-10,0.8804380175983436
CO,2018-01-11,0.8052536231884058
CO,2018-01-12,0.5038888888888888
CO,2018-01-13,0.5086579106280193
CO,2018-01-14,0.30746527777777777
CO,2018-01-15,0.6353381642512077
CO,2018-01-16,0.6463541666666666
CO,2018-01-17,0.5278362318840579
CO,2018-01-18,0.5307480367585632
CO,2018-01-19,0.6913801242236025
CO,2018-01-20,0.5903209109730848
CO,2018-01-21,0.5125
CO,2018-01-22,0.5836263390044109
CO,2018-01-23,0.4370416117698726
CO,2018-01-24,0.5125190476190477
CO,2018-01-25,0.36638198757763973
CO,2018-01-26,0.5414521739130435
CO,2018-01-27,0.482093088071349
CO,2018-01-28,0.2285535117056856
CO,2018-01-29,0.21774804905239686
CO,2018-01-30,0.34467218771566605
CO,2018-01-31,0.5849333333333333
CO,2018-02-01,0.7350810904071773
CO,2018-02-02,0.456353519668737
CO,2018-02-03,0.45698973429951684
CO,2018-02-04,0.49499237223493514
CO,2018-02-05,0.31919913419913415
CO,2018-02-06,0.551483860342556
CO,2018-02-07,0.48393250688705225
CO,2018-02-08,0.2530328122540651
CO,2018-02-09,0.49968840579710144
CO,2018-02-10,0.3852913806254767
CO,2018-02-11,0.3628064954051797
CO,2018-02-12,0.44676748582230624
CO,2018-02-13,0.4695084452409592
CO,2018-02-14,0.33894501879699246
CO,2018-02-15,0.4515944099378883
CO,2018-02-16,0.6256073458368855
CO,2018-02-17,0.4345400560224089
CO,2018-02-18,0.38499999999999995
CO,2018-02-19,0.3340277777777778
CO,2018-02-20,0.3186100131752306
CO,2018-02-21,0.506423611111111
CO,2018-02-22,0.5268111111111111
CO,2018-02-23,0.5825
CO,2018-02-24,0.47099788647342994
CO,2018-02-25,0.30240575396825403
CO,2018-02-26,0.3848479554865423
CO,2018-02-27,0.46684400826446293
CO,2018-02-28,0.5335062582345191
CO,2018-03-01,0.439421768707483
CO,2018-03-02,0.3485317460317461
CO,2018-03-03,0.3523056653491436
CO,2018-03-04,0.4270820500316548
CO,2018-03-05,0.5489583333333333
CO,2018-03-06,0.4732246376811595
CO,2018-03-07,0.40367965367965364
CO,2018-03-08,0.5138257575757577
CO,2018-03-09,0.4932377719948608
CO,2018-03-10,0.6051984877126655
CO,2018-03-11,0.4501811594202899
CO,2018-03-12,0.3796296296296297
CO,2018-03-13,0.5129166666666666
CO,2018-03-14,0.5894093704675548
CO,2018-03-15,0.7342324901928734
CO,2018-03-16,0.7679812535290796
CO,2018-03-17,0.5191190476190476
CO,2018-03-18,0.4325579710144927
CO,2018-03-19,0.39758095238095237
CO,2018-03-20,0.5496333333333335
CO,2018-03-21,0.4526858400943069
CO,2018-03-22,0.4631821322079903
CO,2018-03-23,0.3966333818736563
CO,2018-03-24,0.43690401176223487
CO,2018-03-25,0.4336534992784992
CO,2018-03-26,0.483875635234331
CO,2018-03-27,0.3717365049359379
CO,2018-03-28,0.35133911184611144
CO,2018-03-29,0.31661904761904763
CO,2018-03-30,0.23038194444444438
CO,2018-03-31,0.253999582289056
CO,2018-04-01,0.3243432971014492
CO,2018-04-02,0.4831845238095238
CO,2018-04-03,0.4173733648597779
CO,2018-04-04,0.4315461133069829
CO,2018-04-05,0.42899033816425125
CO,2018-04-06,0.5848770619358854
CO,2018-04-07,0.5580246913580247
CO,2018-04-08,0.35465768799102126
CO,2018-04-09,0.41965313939951643
CO,2018-04-10,0.36722956270782353
CO,2018-04-11,0.3785238095238096
CO,2018-04-12,0.4066924664602684
CO,2018-04-13,0.38081327639751555
CO,2018-04-14,0.2544094359746534
CO,2018-04-15,0.280463768115942
CO,2018-04-16,0.4199994353472614
CO,2018-04-17,0.4086289788642729
CO,2018-04-18,0.4041319444444445
CO,2018-04-19,0.3527888198757764
CO,2018-04-20,0.35229999999999995
CO,2018-04-21,0.42783091003199697
CO,2018-04-22,0.39311594202898553
CO,2018-04-23,0.47126811594202916
CO,2018-04-24,0.4429654866332499
CO,2018-04-25,0.4788657407407408
CO,2018-04-26,0.46754135338345854
CO,2018-04-27,0.49624285714285726
CO,2018-04-28,0.4274420289855073
CO,2018-04-29,0.4373666666666666
CO,2018-04-30,0.48622857142857145
CO,2018-05-01,0.2497914366335419
CO,2018-05-02,0.45173494983277607
CO,2018-05-03,0.432691894793344
CO,2018-05-04,0.4554024327122153
CO,2018-05-05,0.2397321428571428
CO,2018-05-06,0.1843877551020409
CO,2018-05-07,0.24723214285714287
CO,2018-05-08,0.4348059687261631
CO,2018-05-09,0.38357699805068224
CO,2018-05-10,0.3194618894256575
CO,2018-05-11,0.4199553224553224
CO,2018-05-12,0.33723239723239723
CO,2018-05-13,0.3359903381642511
CO,2018-05-14,0.308641975308642
CO,2018-05-15,0.26584362139917705
CO,2018-05-16,0.3149204028589994
CO,2018-05-17,0.31554980446284797
CO,2018-05-18,0.4200127551020409
CO,2018-05-19,0.36064351838093256
CO,2018-05-20,0.3214385399892646
CO,2018-05-21,0.48511084929563186
CO,2018-05-22,0.45295336018582766
CO,2018-05-23,0.4460461956521738
CO,2018-05-24,0.365508481170246
CO,2018-05-25,0.30972977053140094
CO,2018-05-26,0.28452596618357484
CO,2018-05-27,0.28634510869565205
CO,2018-05-28,0.42817063296003505
CO,2018-05-29,0.4717739528405134
CO,2018-05-30,0.49655036075036063
CO,2018-05-31,0.4153097045974619
CO,2018-06-01,0.3535253348704435
CO,2018-06-02,0.18528787878787883
CO,2018-06-03,0.15793478260869562
CO,2018-06-04,0.21218688024408844
CO,2018-06-05,0.3326952380952381
CO,2018-06-06,0.3157575822542377
CO,2018-06-07,0.2674723320158103
CO,2018-06-08,0.25002173913043474
CO,2018-06-09,0.2888188405797102
CO,2018-06-10,0.3059963057686843
CO,2018-06-11,0.36424794625452517
CO,2018-06-12,0.43853084844217566
CO,2018-06-13,0.385138326585695
CO,2018-06-14,0.47288355874894344
CO,2018-06-15,0.5402666666666668
CO,2018-06-16,0.3058389074693422
CO,2018-06-17,0.2625457875457875
CO,2018-06-18,0.38998108775282697
CO,2018-06-19,0.33563779850965203
CO,2018-06-20,0.33128211944001423
CO,2018-06-21,0.4126146384479718
CO,2018-06-22,0.30417508417508415
CO,2018-06-23,0.2965419501133787
CO,2018-06-24,0.29198319149794305
CO,2018-06-25,0.37283126293995866
CO,2018-06-26,0.41258671452770834
CO,2018-06-27,0.3600038819875776
CO,2018-06-28,0.32478879206003386
CO,2018-06-29,0.4289115646258504
CO,2018-06-30,0.4025559823471723
CO,2018-07-01,0.22402039720880293
CO,2018-07-02,0.2589304884594739
CO,2018-07-03,0.2706501831501832
CO,2018-07-04,0.34265297906602254
CO,2018-07-05,0.206140350877193
CO,2018-07-06,0.1959646499501572
CO,2018-07-07,0.20048980139559852
CO,2018-07-08,0.2793142780461621
CO,2018-07-09,0.4009411951440937
CO,2018-07-10,0.2873731884057971
CO,2018-07-11,0.3370918035830317
CO,2018-07-12,0.316682769726248
CO,2018-07-13,0.271304347826087
CO,2018-07-14,0.4243492551463567
CO,2018-07-15,0.2791918829962308
CO,2018-07-16,0.30974416802294047
CO,2018-07-17,0.2662103174603175
CO,2018-07-18,0.31837719298245615
CO,2018-07-19,0.30652173913043473
CO,2018-07-20,0.32120303030303027
CO,2018-07-21,0.29079710144927534
CO,2018-07-22,0.20461594202898553
CO,2018-07-23,0.3428802005012531
CO,2018-07-24,0.24766002415458932
CO,2018-07-25,0.30625
CO,2018-07-26,0.44056763285024153
CO,2018-07-27,0.4445112071293546
CO,2018-07-28,0.29839858209423425
CO,2018-07-29,0.31028613199665833
CO,2018-07-30,0.32613842226613965
CO,2018-07-31,0.35955107424357996
CO,2018-08-01,0.192920461705906
CO,2018-08-02,0.19270833333333337
CO,2018-08-03,0.24109683794466405
CO,2018-08-04,0.30758095238095234
CO,2018-08-05,0.2281304347826087
CO,2018-08-06,0.314770673486786
CO,2018-08-07,0.3704227743271222
CO,2018-08-08,0.39087301587301587
CO,2018-08-09,0.3043882928665538
CO,2018-08-10,0.37101904761904764
CO,2018-08-11,0.36516666666666675
CO,2018-08-12,0.396937417654809
CO,2018-08-13,0.5610444317315028
CO,2018-08-14,0.36218064182194615
CO,2018-08-15,0.39250724637681167
CO,2018-08-16,0.5323619047619047
CO,2018-08-17,0.38656400966183574
CO,2018-08-18,0.2890579710144928
CO,2018-08-19,0.2461159420289855
CO,2018-08-20,0.33946407685881375
CO,2018-08-21,0.3187993536437212
CO,2018-08-22,0.2838992408557627
CO,2018-08-23,0.3178502415458937
CO,2018-08-24,0.4296754883427851
CO,2018-08-25,0.27559424271380795
CO,2018-08-26,0.22548980139559854
CO,2018-08-27,0.3191961889425658
CO,2018-08-28,0.4000235155790713
CO,2018-08-29,0.4829052603327964
CO,2018-08-30,0.280705382068845
CO,2018-08-31,0.3835631127450981
CO,2018-09-01,0.3331843959443202
CO,2018-09-02,0.33222990777338607
CO,2018-09-03,0.4975723399407611
CO,2018-09-04,0.3553166351606805
CO,2018-09-05,0.3066617898501194
CO,2018-09-06,0.43060000000000004
CO,2018-09-07,0.3946665786539928
CO,2018-09-08,0.3313736842867277
CO,2018-09-09,0.305608658008658
CO,2018-09-10,0.3344182194616978
CO,2018-09-11,0.40266304347826093
CO,2018-09-12,0.4395415273132665
CO,2018-09-13,0.4957805489422576
CO,2018-09-14,0.4247172205143219
CO,2018-09-15,0.34944444444444445
CO,2018-09-16,0.3594135802469135
CO,2018-09-17,0.5197490606548577
CO,2018-09-18,0.5921517581804595
CO,2018-09-19,0.4334173800039552
CO,2018-09-20,0.31086154183980264
CO,2018-09-21,0.3737473312911909
CO,2018-09-22,0.30956116252168886
CO,2018-09-23,0.2758840579710145
CO,2018-09-24,0.3936739130434782
CO,2018-09-25,0.37971281464530887
CO,2018-09-26,0.41620907704042714
CO,2018-09-27,0.4435238095238096
CO,2018-09-28,0.32824927536231885
CO,2018-09-29,0.31880574136008916
CO,2018-09-30,0.20710327158905756
CO,2018-10-01,0.22420026350461128
CO,2018-10-02,0.24442450592885379
CO,2018-10-03,0.22306290417401534
CO,2018-10-04,0.257106433555709
CO,2018-10-05,0.3093768115942028
CO,2018-10-06,0.4644230769230769
CO,2018-10-07,0.4326923076923077
CO,2018-10-08,0.6141025641025641
CO,2018-10-09,0.4775581349557959
CO,2018-10-10,0.5568196457326893
CO,2018-10-11,0.4579635986100517
CO,2018-10-12,0.39342261904761905
CO,2018-10-13,0.41052018633540366
CO,2018-10-14,0.2566793713532844
CO,2018-10-15,0.4695142857142858
CO,2018-10-16,0.4250167224080268
CO,2018-10-17,0.3038602882624622
CO,2018-10-18,0.25647435897435894
CO,2018-10-19,0.3441217391304348
CO,2018-10-20,0.23904830917874395
CO,2018-10-21,0.23700396825396827
CO,2018-10-22,0.3075311594202899
CO,2018-10-23,0.4691246376811594
CO,2018-10-24,0.5312786041189932
CO,2018-10-25,0.5696515947679182
CO,2018-10-26,0.4547788997171148
CO,2018-10-27,0.39591153810452057
CO,2018-10-28,0.20303274288781537
CO,2018-10-29,0.3049248523886205
CO,2018-10-30,0.5061887054593004
CO,2018-10-31,0.6226999223602485
CO,2018-11-01,0.7266369047619048
CO,2018-11-02,0.45721535982814193
CO,2018-11-03,0.36236824769433473
CO,2018-11-04,0.35370376905702994
CO,2018-11-05,0.5134265010351967
CO,2018-11-06,0.6679822894496807
CO,2018-11-07,0.5238179347826086
CO,2018-11-08,0.5195174603174603
CO,2018-11-09,0.48378787878787877
CO,2018-11-10,0.2970013175230567
CO,2018-11-11,0.4846521739130435
CO,2018-11-12,0.5213550724637682
CO,2018-11-13,0.5217351778656126
CO,2018-11-14,0.935958479532164
CO,2018-11-15,0.6189736988793052
CO,2018-11-16,0.6828752725007785
CO,2018-11-17,0.6057368421052631
CO,2018-11-18,0.6838141025641025
CO,2018-11-19,0.6879807692307692
CO,2018-11-20,0.7152095238095239
CO,2018-11-21,0.6540757575757574
CO,2018-11-22,0.7415538567712481
CO,2018-11-23,0.8643114080032467
CO,2018-11-24,0.7324425341795335
CO,2018-11-25,0.45673076923076916
CO,2018-11-26,0.5721781305114637
CO,2018-11-27,0.5602181232616016
CO,2018-11-28,0.3172222222222222
CO,2018-11-29,0.3043273831431726
CO,2018-11-30,0.39762197521148934
CO,2018-12-01,0.504163879598662
CO,2018-12-02,0.473320634920635
CO,2018-12-03,0.6769365805818894
CO,2018-12-04,0.5783155049459398
CO,2018-12-05,0.4182696289218028
CO,2018-12-06,0.5330639778794813
CO,2018-12-07,0.6234660267268964
CO,2018-12-08,0.5435926678363653
CO,2018-12-09,0.4965445517981749
CO,2018-12-10,0.5464676788589833
CO,2018-12-11,0.6815391841116478
CO,2018-12-12,0.6970289855072465
CO,2018-12-13,0.44766980146290486
CO,2018-12-14,0.663433828076685
CO,2018-12-15,0.7210332333833084
CO,2018-12-16,0.8079272863568218
CO,2018-12-17,0.9780357142857145
CO,2018-12-18,0.9040123456790125
CO,2018-12-19,0.35877936031984
CO,2018-12-20,0.56811986863711
CO,2018-12-21,0.7882037924887824
CO,2018-12-22,0.9386619190404799
CO,2018-12-23,0.7646551724137932
CO,2018-12-24,0.7892241379310343
CO,2018-12-25,0.9690771960958298
CO,2018-12-26,0.5628614184169738
CO,2018-12-27,0.4426911544227886
CO,2018-12-28,0.6408295852073963
CO,2018-12-29,0.6964080459770114
CO,2018-12-30,0.46091954022988507
CO,2018-12-31,0.5268553223388305
CO,2019-01-01,0.6423979591836735
CO,2019-01-02,0.5351488095238095
CO,2019-01-03,0.7163798309178743
CO,2019-01-04,0.6568293015146561
CO,2019-01-05,0.5481649823961207
CO,2019-01-06,0.5350543478260869
CO,2019-01-07,0.6055867346938776
CO,2019-01-08,0.5186964756258234
CO,2019-01-09,0.4479750402576489
