,Contaminante,Fecha,aqip_median,cdmx_median
1150,CO,2018-03-21,0.5896000000000001,0.44583333333333336
1151,CO,2018-06-14,0.6864,0.4645833333333334
1152,CO,2018-06-21,0.5896000000000001,0.45
1153,CO,2018-02-17,0.5896000000000001,0.4142857142857143
1154,CO,2018-03-30,0.396,0.225
1155,CO,2018-05-01,0.4928,0.25416666666666665
1156,CO,2018-05-29,0.5896000000000001,0.4565217391304346
1157,CO,2018-06-12,0.6864,0.4229166666666666
1158,CO,2018-01-10,1.0824,0.9642857142857144
1159,CO,2018-01-12,0.7832000000000001,0.480952380952381
1160,CO,2018-01-17,0.6864,0.5541666666666668
1161,CO,2018-04-07,0.6864,0.5833333333333333
1162,CO,2018-04-24,0.6864,0.4428571428571429
1163,CO,2018-05-08,0.6864,0.4552536231884058
1164,CO,2018-01-07,0.8536,0.5541666666666668
1165,CO,2018-01-22,0.7568,0.6217391304347826
1166,CO,2018-02-27,0.5896000000000001,0.4770833333333335
1167,CO,2018-03-09,0.5896000000000001,0.5041666666666667
1168,CO,2018-02-15,0.5896000000000001,0.4583333333333333
1169,CO,2018-03-08,0.5896000000000001,0.5104166666666667
1170,CO,2018-06-02,0.396,0.18333333333333346
1171,CO,2018-04-21,0.5896000000000001,0.4087121212121212
1172,CO,2018-05-27,0.4928,0.28958333333333325
1173,CO,2018-06-05,0.5896000000000001,0.3380952380952381
1174,CO,2018-06-09,0.4928,0.275
1175,CO,2018-01-18,0.7832000000000001,0.5428571428571429
1176,CO,2018-01-26,0.6864,0.5541666666666666
1177,CO,2018-02-09,0.6864,0.475
1178,CO,2018-04-10,0.5896000000000001,0.34166666666666673
1179,CO,2018-06-13,0.6864,0.4145833333333334
1180,CO,2018-02-08,0.4928,0.23125
1181,CO,2018-02-22,0.5896000000000001,0.5416666666666667
1182,CO,2018-03-01,0.5896000000000001,0.4809523809523809
1183,CO,2018-04-26,0.6864,0.4666666666666668
1184,CO,2018-05-10,0.5192000000000001,0.325
1185,CO,2018-05-30,0.6864,0.4952380952380953
1186,CO,2018-06-10,0.4928,0.2958333333333333
1187,CO,2018-02-12,0.5896000000000001,0.4458333333333331
1188,CO,2018-02-24,0.6864,0.4504347826086957
1189,CO,2018-02-28,0.6864,0.5666666666666668
1190,CO,2018-03-03,0.4928,0.35416666666666663
1191,CO,2018-06-27,0.4928,0.3579710144927536
1192,CO,2018-02-04,0.6864,0.5125
1193,CO,2018-02-06,0.6864,0.55
1194,CO,2018-03-25,0.5896000000000001,0.42380952380952375
1195,CO,2018-04-30,0.6864,0.4761904761904762
1196,CO,2018-01-04,1.2408,0.5645833333333333
1197,CO,2018-01-14,0.5896000000000001,0.3020833333333333
1198,CO,2018-01-27,0.6864,0.4687500000000001
1199,CO,2018-01-29,0.4928,0.2083333333333333
1200,CO,2018-05-21,0.6864,0.5062500000000001
1201,CO,2018-03-17,0.6864,0.5166666666666663
1202,CO,2018-05-14,0.4928,0.3083333333333333
1203,CO,2018-05-23,0.6864,0.4312499999999999
1204,CO,2018-06-20,0.4928,0.3375000000000001
1205,CO,2018-02-13,0.6864,0.4791666666666667
1206,CO,2018-03-14,0.6864,0.6166666666666666
1207,CO,2018-04-02,0.4928,0.5083333333333333
1208,CO,2018-04-16,0.6248,0.4217391304347825
1209,CO,2018-03-26,0.5896000000000001,0.5083333333333335
1210,CO,2018-03-29,0.4928,0.3166666666666668
1211,CO,2018-03-31,0.396,0.2500000000000001
1212,CO,2018-01-05,0.9504000000000002,0.5083333333333334
1213,CO,2018-02-20,0.4928,0.3333333333333333
1214,CO,2018-03-13,0.5896000000000001,0.5404761904761904
1215,CO,2018-03-19,0.5896000000000001,0.4095238095238094
1216,CO,2018-04-27,0.6864,0.5083333333333334
1217,CO,2018-05-07,0.5896000000000001,0.2520833333333333
1218,CO,2018-06-08,0.4928,0.2583333333333333
1219,CO,2018-01-31,0.6864,0.61
1220,CO,2018-03-02,0.4928,0.3416666666666666
1221,CO,2018-03-12,0.4928,0.3875
1222,CO,2018-04-25,0.6864,0.4666666666666667
1223,CO,2018-03-16,0.6864,0.8166666666666668
1224,CO,2018-03-28,0.4928,0.3624999999999999
1225,CO,2018-05-05,0.5896000000000001,0.2458333333333333
1226,CO,2018-05-11,0.5896000000000001,0.4125
1227,CO,2018-01-09,0.88,0.6791666666666667
1228,CO,2018-01-15,0.7832000000000001,0.6166666666666667
1229,CO,2018-03-11,0.4928,0.45
1230,CO,2018-03-15,0.8184000000000001,0.7895833333333334
1231,CO,2018-04-17,0.5896000000000001,0.3958333333333333
1232,CO,2018-05-26,0.5016,0.28514492753623183
1233,CO,2018-06-19,0.4928,0.3319746376811593
1234,CO,2018-01-19,0.88,0.6874999999999999
1235,CO,2018-02-07,0.6336,0.4916666666666667
1236,CO,2018-03-05,0.6864,0.5770833333333332
1237,CO,2018-04-05,0.5896000000000001,0.4083333333333334
1238,CO,2018-04-20,0.5104,0.375
1239,CO,2018-06-03,0.396,0.1666666666666667
1240,CO,2018-02-01,0.88,0.7770833333333333
1241,CO,2018-02-18,0.5896000000000001,0.3791666666666666
1242,CO,2018-04-15,0.5896000000000001,0.275
1243,CO,2018-04-19,0.4928,0.3583333333333332
1244,CO,2018-06-18,0.5896000000000001,0.37916666666666665
1245,CO,2018-06-26,0.5896000000000001,0.4333333333333333
1246,CO,2018-01-20,0.7832000000000001,0.6104166666666666
1247,CO,2018-02-25,0.4928,0.2895833333333333
1248,CO,2018-04-04,0.5456000000000001,0.4041666666666667
1249,CO,2018-05-24,0.5896000000000001,0.3476190476190476
1250,CO,2018-04-14,0.4928,0.2333333333333332
1251,CO,2018-04-29,0.6864,0.4458333333333335
1252,CO,2018-05-17,0.4928,0.3
1253,CO,2018-06-17,0.4928,0.2511904761904762
1254,CO,2018-01-30,0.5896000000000001,0.3523809523809525
1255,CO,2018-02-11,0.5896000000000001,0.35714285714285704
1256,CO,2018-02-21,0.5984,0.5083333333333333
1257,CO,2018-04-06,0.6864,0.6047619047619048
1258,CO,2018-06-29,0.6864,0.45
1259,CO,2018-05-12,0.4928,0.3190476190476191
1260,CO,2018-05-25,0.5544,0.3127717391304348
1261,CO,2018-06-04,0.396,0.20833333333333331
1262,CO,2018-06-25,0.5896000000000001,0.37291666666666656
1263,CO,2018-01-21,0.7832000000000001,0.5666666666666667
1264,CO,2018-02-14,0.5632,0.31875
1265,CO,2018-02-16,0.6864,0.6434782608695653
1266,CO,2018-02-19,0.4928,0.3104166666666667
1267,CO,2018-05-02,0.6776000000000001,0.48125
1268,CO,2018-05-06,0.4928,0.1690476190476191
1269,PM25,2018-04-01,14.953061224489794,16.020833333333336
1270,PM25,2018-05-31,15.90408163265306,17.40909090909091
1271,PM25,2018-05-19,26.84081632653061,26.66666666666667
1272,PM25,2018-05-26,17.80612244897959,19.58333333333333
1273,PM25,2018-02-01,17.80612244897959,20.8125
1274,PM25,2018-03-07,33.9734693877551,31.29166666666667
1275,PM25,2018-06-01,22.085714285714282,25.854166666666664
1276,PM25,2018-06-03,12.0,11.782608695652176
1277,PM25,2018-06-10,16.855102040816327,19.208333333333336
1278,PM25,2018-06-11,17.80612244897959,20.36111111111111
1279,PM25,2018-02-18,25.88979591836735,28.625
1280,PM25,2018-04-28,28.26734693877551,28.76136363636364
1281,PM25,2018-02-17,23.98775510204081,26.70833333333333
1282,PM25,2018-02-23,31.120408163265303,35.3
1283,PM25,2018-03-15,23.98775510204081,26.72368421052632
1284,PM25,2018-03-19,22.085714285714282,22.58333333333333
1285,PM25,2018-05-01,17.80612244897959,17.083333333333336
1286,PM25,2018-05-04,29.218367346938773,30.375
1287,PM25,2018-02-07,26.84081632653061,27.41666666666667
1288,PM25,2018-02-14,18.281632653061227,19.44047619047619
1289,PM25,2018-05-28,17.80612244897959,20.041666666666668
1290,PM25,2018-03-12,18.757142857142856,22.645833333333336
1291,PM25,2018-03-27,28.26734693877551,29.41666666666667
1292,PM25,2018-04-29,31.120408163265303,32.10416666666667
1293,PM25,2018-05-23,23.98775510204081,27.52083333333333
1294,PM25,2018-05-25,18.757142857142856,23.1875
1295,PM25,2018-06-05,22.085714285714282,25.16666666666667
1296,PM25,2018-02-12,20.183673469387763,22.08333333333333
1297,PM25,2018-02-21,28.26734693877551,27.58333333333333
1298,PM25,2018-06-14,17.80612244897959,18.63157894736842
1299,PM25,2018-06-29,18.757142857142856,19.416666666666668
1300,PM25,2018-06-07,25.88979591836735,26.45833333333333
1301,PM25,2018-06-28,14.00204081632653,15.041666666666664
1302,PM25,2018-03-13,23.98775510204081,25.60416666666667
1303,PM25,2018-04-07,27.316326530612244,28.70833333333333
1304,PM25,2018-01-16,34.92448979591836,33.791666666666664
1305,PM25,2018-02-10,14.00204081632653,16.729166666666664
1306,PM25,2018-03-22,18.757142857142856,22.952380952380953
1307,PM25,2018-04-16,28.26734693877551,28.10416666666667
1308,PM25,2018-04-18,22.085714285714282,22.20833333333333
1309,PM25,2018-05-11,23.98775510204081,27.0
1310,PM25,2018-02-24,35.906122448979595,35.166666666666664
1311,PM25,2018-03-06,31.120408163265303,30.79166666666667
1312,PM25,2018-05-27,15.90408163265306,19.291666666666668
1313,PM25,2018-06-12,25.88979591836735,27.9375
1314,PM25,2018-03-17,23.98775510204081,24.45833333333333
1315,PM25,2018-05-08,22.085714285714282,24.79166666666667
1316,PM25,2018-03-30,21.13469387755102,19.791666666666668
1317,PM25,2018-06-25,16.855102040816327,19.20833333333333
1318,PM25,2018-01-21,18.757142857142856,21.38068181818182
1319,PM25,2018-03-03,23.03673469387755,24.54166666666667
1320,PM25,2018-01-31,21.13469387755102,21.416666666666668
1321,PM25,2018-02-02,18.757142857142856,18.291666666666664
1322,PM25,2018-02-05,20.183673469387763,19.0
1323,PM25,2018-03-10,25.88979591836735,29.5625
1324,PM25,2018-04-10,26.84081632653061,24.125
1325,PM25,2018-04-30,24.938775510204078,24.541666666666664
1326,PM25,2018-01-15,29.218367346938773,31.708333333333336
1327,PM25,2018-01-17,23.03673469387755,25.395833333333336
1328,PM25,2018-05-15,22.085714285714282,23.54166666666667
1329,PM25,2018-06-26,20.183673469387763,24.106884057971012
1330,PM25,2018-05-22,26.84081632653061,29.76086956521739
1331,PM25,2018-02-03,32.07142857142857,36.0
1332,PM25,2018-04-19,18.757142857142856,20.19047619047619
1333,PM25,2018-05-06,12.0,13.173913043478262
1334,PM25,2018-01-27,25.88979591836735,28.58333333333333
1335,PM25,2018-03-18,23.03673469387755,25.375
1336,PM25,2018-03-31,14.00204081632653,15.105978260869565
1337,PM25,2018-05-18,18.757142857142856,22.625
1338,PM25,2018-02-13,23.98775510204081,36.60416666666667
1339,PM25,2018-03-24,13.051020408163266,15.130434782608695
1340,PM25,2018-04-23,24.938775510204078,28.375
1341,PM25,2018-05-10,21.13469387755102,21.041666666666668
1342,PM25,2018-06-17,7.2,8.315789473684209
1343,PM25,2018-03-14,26.84081632653061,34.416666666666664
1344,PM25,2018-04-09,26.84081632653061,26.54166666666667
1345,PM25,2018-03-25,18.757142857142856,19.20833333333333
1346,PM25,2018-04-22,26.84081632653061,26.08333333333333
1347,PM25,2018-05-21,26.84081632653061,28.83333333333333
1348,PM25,2018-02-22,31.120408163265303,31.458333333333336
1349,PM25,2018-02-26,23.03673469387755,23.15
1350,PM25,2018-05-30,15.90408163265306,20.0625
1351,PM25,2018-06-08,14.953061224489794,15.791666666666664
1352,PM25,2018-06-09,16.855102040816327,19.854166666666664
1353,PM25,2018-02-25,22.085714285714282,21.416666666666668
1354,PM25,2018-02-27,28.26734693877551,30.375
1355,PM25,2018-01-19,33.02244897959184,34.94642857142857
1356,PM25,2018-01-20,21.13469387755102,23.16666666666667
1357,PM25,2018-03-16,25.88979591836735,27.0
1358,PM25,2018-03-29,23.98775510204081,24.75
1359,PM25,2018-05-07,16.855102040816327,17.083333333333332
1360,PM25,2018-05-20,21.61020408163265,23.95833333333333
1361,PM25,2018-02-04,26.84081632653061,28.395833333333336
1362,PM25,2018-03-04,23.03673469387755,24.166666666666664
1363,PM25,2018-02-09,15.90408163265306,17.375
1364,PM25,2018-04-03,23.98775510204081,24.02070393374741
1365,PM25,2018-04-08,23.03673469387755,23.54166666666667
1366,PM25,2018-04-13,20.183673469387763,20.83333333333333
1367,PM25,2018-04-20,22.085714285714282,22.79166666666667
1368,PM25,2018-06-13,14.00204081632653,13.004528985507244
1369,PM25,2018-01-14,23.98775510204081,25.625
1370,PM25,2018-01-22,20.183673469387763,23.333333333333336
1371,PM25,2018-06-24,15.90408163265306,12.826086956521738
1372,PM25,2018-01-25,14.00204081632653,19.545454545454547
1373,PM25,2018-01-30,14.953061224489794,14.833333333333336
1374,PM25,2018-02-08,17.80612244897959,16.0
1375,PM25,2018-03-21,31.59591836734693,30.66666666666667
1376,PM25,2018-04-17,23.98775510204081,23.54166666666667
1377,PM25,2018-04-21,30.16938775510204,29.375
1378,PM25,2018-01-09,26.84081632653061,29.956521739130434
1379,PM25,2018-01-13,24.938775510204078,28.458333333333336
1380,PM25,2018-05-17,21.13469387755102,20.0
1381,PM25,2018-03-26,28.26734693877551,29.16666666666667
1382,PM25,2018-04-26,36.718367346938784,36.39583333333333
1383,PM25,2018-05-24,17.80612244897959,23.16666666666667
1384,PM25,2018-05-29,15.90408163265306,19.0
1385,PM25,2018-06-02,15.90408163265306,16.416666666666668
1386,PM25,2018-01-08,16.855102040816327,28.5625
1387,PM25,2018-03-01,32.07142857142857,30.875
1388,PM25,2018-04-25,24.938775510204078,27.16666666666667
1389,PM25,2018-05-05,16.855102040816327,16.0
1390,PM25,2018-03-20,28.26734693877551,26.95833333333333
1391,PM25,2018-04-27,33.02244897959184,29.625
1392,PM25,2018-05-09,23.98775510204081,22.71920289855073
1393,PM25,2018-02-16,23.03673469387755,24.16666666666667
1394,PM25,2018-03-11,21.13469387755102,22.625
1395,PM25,2018-03-02,31.120408163265303,31.91666666666667
1396,PM25,2018-03-08,18.757142857142856,25.58333333333333
1397,PM25,2018-03-09,25.88979591836735,27.625
1398,PM25,2018-04-14,15.90408163265306,16.645833333333336
1399,PM25,2018-05-03,23.03673469387755,24.0625
1400,PM25,2018-05-13,23.98775510204081,24.75
1401,PM25,2018-01-11,44.84081632653061,43.125
1402,PM25,2018-01-18,31.120408163265303,35.10416666666667
1403,PM25,2018-04-04,26.84081632653061,27.854166666666664
1404,PM25,2018-04-06,29.218367346938773,31.020833333333336
1405,PM25,2018-05-14,25.88979591836735,26.20833333333333
1406,PM25,2018-06-18,10.08,9.324754901960784
1407,PM25,2018-06-20,9.12,11.25
1408,PM25,2018-02-06,26.84081632653061,29.27083333333333
1409,PM25,2018-02-15,23.03673469387755,22.354166666666664
1410,PM25,2018-02-20,19.23265306122449,19.625
1411,PM25,2018-03-28,24.938775510204078,26.26315789473684
1412,PM25,2018-06-15,26.84081632653061,26.863636363636363
1413,PM25,2018-06-22,8.16,9.421052631578947
1414,PM25,2018-06-27,18.757142857142856,19.6875
1415,PM25,2018-01-12,25.88979591836735,28.55163043478261
1416,PM25,2018-02-19,22.085714285714282,21.104166666666664
1417,PM25,2018-04-05,26.84081632653061,27.791666666666664
1418,PM25,2018-04-15,24.938775510204078,31.1875
1419,PM25,2018-05-02,18.281632653061227,20.49365942028986
1420,PM25,2018-01-24,24.938775510204078,28.0
1421,PM25,2018-01-26,28.26734693877551,30.66666666666667
1422,PM25,2018-04-11,15.90408163265306,22.54166666666667
1423,PM25,2018-06-16,17.80612244897959,18.770833333333336
1424,PM25,2018-01-23,32.07142857142857,39.22727272727273
1425,PM25,2018-04-02,23.98775510204081,22.354166666666664
1426,PM25,2018-06-21,14.953061224489794,15.44746376811594
1427,PM25,2018-01-29,6.0,5.956521739130435
1428,PM25,2018-04-24,26.84081632653061,27.08333333333333
1429,PM25,2018-04-12,23.03673469387755,22.229166666666664
1430,PM25,2018-06-06,24.938775510204078,27.625
1431,PM25,2018-06-19,8.16,10.471861471861471
1432,PM25,2018-02-11,12.0,13.729166666666668
1433,PM25,2018-02-28,31.120408163265303,30.41666666666667
1434,PM25,2018-03-05,29.218367346938773,29.52083333333333
1435,PM25,2018-03-23,20.183673469387763,20.916666666666668
1436,PM25,2018-05-12,23.03673469387755,24.020833333333336
1437,PM25,2018-05-16,17.80612244897959,21.125
1438,PM25,2018-06-04,8.16,8.665570175438598
1439,PM25,2018-01-10,39.967346938775506,40.25
1440,PM25,2018-01-28,14.953061224489794,14.125
1441,SO2,2018-05-07,2.17,5.958333333333332
1442,SO2,2018-02-02,2.52,3.2916666666666665
1443,SO2,2018-03-26,3.01,2.2916666666666665
1444,SO2,2018-04-01,2.03,1.3333333333333333
1445,SO2,2018-04-07,2.59,1.25
1446,SO2,2018-01-21,3.01,2.4166666666666665
1447,SO2,2018-03-15,3.01,1.9583333333333333
1448,SO2,2018-04-11,2.03,1.173913043478261
1449,SO2,2018-06-10,2.03,1.5869565217391306
1450,SO2,2018-02-14,4.06,10.625
1451,SO2,2018-03-17,3.01,2.1666666666666665
1452,SO2,2018-03-22,3.01,3.9715909090909087
1453,SO2,2018-03-31,3.01,3.2857142857142856
1454,SO2,2018-05-18,3.01,4.523809523809524
1455,SO2,2018-01-28,2.59,4.708333333333333
1456,SO2,2018-02-24,4.06,3.844861660079052
1457,SO2,2018-03-03,5.04,14.354166666666668
1458,SO2,2018-04-09,2.66,1.7291666666666663
1459,SO2,2018-02-04,4.06,4.0
1460,SO2,2018-05-02,3.22,2.9166666666666665
1461,SO2,2018-06-01,4.06,7.791666666666668
1462,SO2,2018-05-23,2.03,2.608695652173913
1463,SO2,2018-06-16,1.82,1.0
1464,SO2,2018-01-15,13.02,19.229166666666664
1465,SO2,2018-04-12,3.99,2.0
1466,SO2,2018-05-04,3.01,2.7
1467,SO2,2018-05-10,3.01,2.75
1468,SO2,2018-03-20,3.01,3.145833333333333
1469,SO2,2018-05-08,6.02,12.375
1470,SO2,2018-05-21,2.03,3.75
1471,SO2,2018-06-05,5.04,10.142857142857146
1472,SO2,2018-02-08,2.03,1.6458333333333337
1473,SO2,2018-02-27,3.01,3.916666666666667
1474,SO2,2018-03-01,3.01,4.523809523809524
1475,SO2,2018-03-06,3.01,3.4347826086956523
1476,SO2,2018-06-27,2.03,1.2291666666666663
1477,SO2,2018-01-07,5.04,4.791666666666667
1478,SO2,2018-03-18,2.03,1.5217391304347827
1479,SO2,2018-04-19,2.59,1.5416666666666667
1480,SO2,2018-06-08,2.03,3.3125
1481,SO2,2018-04-06,2.1,1.1904761904761905
1482,SO2,2018-04-15,3.71,13.916666666666664
1483,SO2,2018-06-22,2.03,1.3478260869565215
1484,SO2,2018-01-11,4.06,4.708333333333333
1485,SO2,2018-01-12,3.01,4.547619047619048
1486,SO2,2018-02-20,2.03,1.5833333333333333
1487,SO2,2018-03-21,3.01,2.333333333333333
1488,SO2,2018-04-14,2.24,1.0833333333333333
1489,SO2,2018-05-01,2.31,1.3333333333333333
1490,SO2,2018-05-06,3.64,10.714285714285714
1491,SO2,2018-06-14,2.03,2.2
1492,SO2,2018-01-19,3.01,2.5416666666666665
1493,SO2,2018-02-05,2.03,3.4761904761904763
1494,SO2,2018-02-19,3.01,2.395833333333333
1495,SO2,2018-03-23,4.06,6.958333333333332
1496,SO2,2018-03-29,2.03,1.5
1497,SO2,2018-05-26,2.87,3.6666666666666665
1498,SO2,2018-06-26,2.03,1.4090909090909092
1499,SO2,2018-04-30,2.1,1.4523809523809526
1500,SO2,2018-05-31,2.03,1.565217391304348
1501,SO2,2018-05-14,5.04,11.958333333333336
1502,SO2,2018-06-02,1.89,0.9583333333333334
1503,SO2,2018-06-12,3.01,6.291666666666666
1504,SO2,2018-01-20,3.01,2.3541666666666665
1505,SO2,2018-02-01,3.01,2.708333333333333
1506,SO2,2018-02-21,3.01,5.375
1507,SO2,2018-04-18,3.01,2.642857142857143
1508,SO2,2018-01-30,3.01,6.238095238095237
1509,SO2,2018-03-27,2.94,2.0
1510,SO2,2018-04-20,2.38,1.2916666666666667
1511,SO2,2018-06-15,2.03,1.4583333333333333
1512,SO2,2018-02-12,3.01,3.6820652173913047
1513,SO2,2018-02-28,3.01,2.260869565217391
1514,SO2,2018-01-14,9.24,14.458333333333332
1515,SO2,2018-01-16,8.05,8.8125
1516,SO2,2018-01-17,3.01,2.7916666666666665
1517,SO2,2018-02-03,5.04,7.625
1518,SO2,2018-02-06,4.06,3.9583333333333335
1519,SO2,2018-05-12,2.03,1.5952380952380951
1520,SO2,2018-05-16,2.03,1.958333333333333
1521,SO2,2018-04-29,3.01,2.2391304347826084
1522,SO2,2018-06-17,2.03,0.9523809523809524
1523,SO2,2018-06-19,2.03,1.0625
1524,SO2,2018-06-25,2.03,1.75
1525,SO2,2018-01-24,3.01,3.111111111111111
1526,SO2,2018-02-16,4.06,6.130434782608695
1527,SO2,2018-03-09,3.01,2.708333333333333
1528,SO2,2018-03-12,2.03,1.608695652173913
1529,SO2,2018-01-22,3.01,5.130434782608695
1530,SO2,2018-04-24,3.01,1.85
1531,SO2,2018-05-20,2.03,1.75
1532,SO2,2018-02-09,4.06,5.208333333333333
1533,SO2,2018-04-03,2.03,1.4583333333333333
1534,SO2,2018-04-10,2.03,1.2916666666666663
1535,SO2,2018-04-17,3.01,3.739130434782609
1536,SO2,2018-06-06,6.02,14.791666666666664
1537,SO2,2018-04-26,4.27,7.300595238095238
1538,SO2,2018-05-17,2.59,4.260869565217392
1539,SO2,2018-06-20,2.03,1.0208333333333337
1540,SO2,2018-06-21,2.03,1.0416666666666667
1541,SO2,2018-03-11,3.01,2.333333333333333
1542,SO2,2018-03-13,3.36,3.738095238095238
1543,SO2,2018-04-02,2.1,1.75
1544,SO2,2018-04-22,3.01,2.020833333333333
1545,SO2,2018-03-30,4.06,4.375
1546,SO2,2018-04-21,3.01,2.145833333333333
1547,SO2,2018-04-28,3.01,2.083333333333333
1548,SO2,2018-05-11,2.03,1.7826086956521738
1549,SO2,2018-01-05,3.78,5.304347826086956
1550,SO2,2018-01-18,7.0,10.142857142857142
1551,SO2,2018-02-11,3.01,3.095238095238096
1552,SO2,2018-03-19,2.24,1.3333333333333337
1553,SO2,2018-03-14,5.11,12.291666666666664
1554,SO2,2018-04-08,3.01,2.520833333333333
1555,SO2,2018-05-27,3.01,5.75
1556,SO2,2018-06-29,3.01,2.952380952380953
1557,SO2,2018-01-27,3.01,3.083333333333333
1558,SO2,2018-02-23,5.04,6.7142857142857135
1559,SO2,2018-03-02,2.03,4.541666666666667
1560,SO2,2018-03-05,3.01,2.083333333333333
1561,SO2,2018-02-17,6.02,7.857142857142858
1562,SO2,2018-02-25,3.01,3.458333333333333
1563,SO2,2018-03-25,2.52,1.9047619047619049
1564,SO2,2018-04-13,2.17,1.0625
1565,SO2,2018-01-06,3.01,5.904761904761906
1566,SO2,2018-01-08,3.01,4.541666666666667
1567,SO2,2018-01-23,7.0,15.73913043478261
1568,SO2,2018-02-15,5.04,11.041666666666668
1569,SO2,2018-05-03,3.01,3.395833333333333
1570,SO2,2018-06-18,2.03,0.9541666666666666
1571,SO2,2018-01-26,3.01,4.25
1572,SO2,2018-02-07,3.01,3.770833333333333
1573,SO2,2018-03-24,2.03,1.7142857142857142
1574,SO2,2018-04-23,3.01,2.391304347826087
1575,SO2,2018-05-30,2.38,2.2857142857142856
1576,SO2,2018-06-07,3.5,6.73731884057971
1577,SO2,2018-01-04,4.06,21.125
1578,SO2,2018-01-09,4.06,7.604166666666666
1579,SO2,2018-03-04,3.01,2.4465579710144927
1580,SO2,2018-05-25,3.01,8.625
1581,SO2,2018-06-03,2.03,3.8333333333333335
1582,SO2,2018-06-04,2.03,1.8478260869565215
1583,SO2,2018-06-09,3.01,5.333333333333332
1584,SO2,2018-06-11,2.59,2.9761904761904763
1585,SO2,2018-01-25,2.03,2.7916666666666665
1586,SO2,2018-03-16,2.03,1.7196969696969695
1587,SO2,2018-05-05,2.03,1.173913043478261
1588,SO2,2018-05-24,3.36,7.404761904761903
1589,SO2,2018-03-10,2.66,1.6666666666666667
1590,SO2,2018-06-24,1.05,1.0
1591,SO2,2018-06-28,2.03,1.391304347826087
1592,SO2,2018-01-10,8.05,8.583333333333334
1593,SO2,2018-01-29,2.03,0.9375
1594,SO2,2018-02-26,2.73,2.125
1595,SO2,2018-03-07,4.06,5.642857142857144
1596,SO2,2018-04-25,3.01,1.5416666666666663
1597,SO2,2018-05-15,4.06,14.625
1598,SO2,2018-05-28,2.45,3.0
1599,SO2,2018-06-13,2.03,1.2083333333333337
1600,SO2,2018-02-18,4.06,9.291666666666666
1601,SO2,2018-02-22,2.03,3.0
1602,SO2,2018-03-28,2.03,1.4188596491228067
1603,SO2,2018-04-04,3.01,2.895833333333333
1604,SO2,2018-01-31,4.06,10.25
1605,SO2,2018-04-27,2.94,1.3958333333333333
1606,SO2,2018-05-19,2.31,3.020833333333333
1607,SO2,2018-05-29,3.64,3.652173913043478
1608,SO2,2018-01-13,5.04,12.291666666666668
1609,SO2,2018-03-08,3.01,2.333333333333333
1610,SO2,2018-05-13,2.03,1.3958333333333337
1611,SO2,2018-05-22,3.01,4.25
1612,SO2,2018-05-09,4.06,4.916666666666667
1613,SO2,2018-07-01,1.96,1.7821969696969695
1614,SO2,2018-02-10,3.01,2.583333333333333
1615,SO2,2018-02-13,4.06,8.875
1616,SO2,2018-04-05,2.03,1.0652173913043477
1617,SO2,2018-04-16,4.06,15.0
1618,NO2,2018-01-20,31.482,35.625
1619,NO2,2018-03-11,19.715999999999998,24.520833333333336
1620,NO2,2018-04-10,16.748,20.916666666666668
1621,NO2,2018-05-06,11.871999999999998,13.428571428571427
1622,NO2,2018-06-18,17.701999999999995,20.158333333333328
1623,NO2,2018-01-10,41.234,46.82440476190477
1624,NO2,2018-01-17,31.482,35.04166666666667
1625,NO2,2018-02-15,22.578000000000007,27.33333333333333
1626,NO2,2018-02-24,23.638,28.0
1627,NO2,2018-05-21,19.715999999999998,26.33333333333333
1628,NO2,2018-05-22,16.748,26.130434782608692
1629,NO2,2018-06-15,26.606000000000005,30.58333333333333
1630,NO2,2018-01-11,43.24799999999999,45.5
1631,NO2,2018-01-28,14.734000000000002,15.458333333333336
1632,NO2,2018-03-01,19.928,25.0
1633,NO2,2018-03-24,20.67,24.5
1634,NO2,2018-04-26,23.638,25.041666666666664
1635,NO2,2018-05-19,17.701999999999995,22.5036231884058
1636,NO2,2018-05-26,14.734000000000002,19.291666666666668
1637,NO2,2018-06-01,15.794,21.166666666666668
1638,NO2,2018-02-02,18.656,23.791666666666664
1639,NO2,2018-02-06,26.606000000000005,31.812500000000004
1640,NO2,2018-06-05,18.656,22.714285714285715
1641,NO2,2018-01-27,25.546000000000006,27.875
1642,NO2,2018-03-29,15.794,19.110119047619047
1643,NO2,2018-03-19,20.458,23.547619047619047
1644,NO2,2018-03-31,13.78,16.666666666666668
1645,NO2,2018-04-20,17.701999999999995,23.125
1646,NO2,2018-05-01,15.794,17.708333333333336
1647,NO2,2018-05-15,16.006,19.854166666666664
1648,NO2,2018-02-20,18.444000000000003,22.333333333333336
1649,NO2,2018-03-09,21.623999999999995,30.70833333333333
1650,NO2,2018-04-11,17.701999999999995,23.08695652173913
1651,NO2,2018-04-14,12.826,19.89855072463768
1652,NO2,2018-04-16,20.67,24.208333333333336
1653,NO2,2018-05-02,21.623999999999995,25.25
1654,NO2,2018-01-09,32.118,39.0
1655,NO2,2018-01-26,24.592,28.104166666666664
1656,NO2,2018-02-23,26.606000000000005,31.57142857142857
1657,NO2,2018-02-27,21.623999999999995,26.70833333333333
1658,NO2,2018-05-11,20.67,24.0
1659,NO2,2018-01-25,22.578000000000007,25.5
1660,NO2,2018-02-04,22.578000000000007,27.0625
1661,NO2,2018-02-11,16.324,17.904761904761905
