Date,Aguascalientes,Chihuahua,Cuernavaca,Ecatepec de Morelos,Guadalajara,Mexico City,Monterrey,Morelia,Mérida,Oaxaca,Pachuca de Soto,Puebla,San Luis Potosí,Tepic,Toluca
2017-01-01,,2.65,16.642,,19.715999999999998,22.578000000000007,,11.765999999999998,1.4839999999999998,19.928,20.034000000000002,,8.798,5.3,24.592
2017-01-02,,10.6,18.868000000000002,23.638,22.737000000000002,27.507000000000005,,13.514999999999999,3.021,14.946000000000002,17.384,,8.215,5.617999999999999,24.592
2017-01-03,,13.886000000000001,21.058666666666667,29.521,24.980666666666668,31.44666666666667,,16.147333333333332,2.7560000000000002,13.886000000000001,17.525333333333336,,13.462000000000002,6.359999999999999,26.888666666666666
2017-01-04,,15.741000000000001,23.0815,29.521,28.5405,32.6745,,17.039499999999997,2.8355,13.727,17.331000000000003,,17.702,7.1815,28.514
2017-01-05,,15.836400000000003,22.9172,31.482,29.722400000000004,33.2204,,17.2568,3.0740000000000003,13.568000000000001,17.998800000000003,,19.2496,7.4412,28.514
2017-01-06,20.882,14.398333333333335,24.097333333333335,31.482,30.298333333333336,34.397,,17.012999999999998,3.551,13.726999999999999,19.027000000000005,,17.50766666666667,7.7203333333333335,29.167666666666666
2017-01-07,18.179000000000002,14.597714285714288,23.774285714285718,31.482,30.39171428571429,34.40457142857143,,16.27857142857143,3.2860000000000005,12.719999999999999,18.45914285714286,,16.38457142857143,7.9954285714285716,28.938
2017-01-08,15.86466666666667,16.49057142857143,23.28971428571429,31.482,29.558857142857143,35.116285714285716,,15.73342857142857,3.4677142857142864,10.509142857142857,16.596571428571433,,15.990857142857143,8.389142857142858,29.07428571428572
2017-01-09,15.052000000000003,16.55114285714286,22.80514285714286,35.403999999999996,28.953142857142858,34.98,,14.961142857142857,3.4980000000000007,10.054857142857143,16.520857142857146,,16.081714285714288,9.100857142857143,30.058571428571433
2017-01-10,15.200400000000002,16.006000000000004,22.472000000000005,35.40399999999999,29.87685714285714,34.132,,13.537714285714287,3.9977142857142867,9.222,16.460285714285718,,15.975714285714286,9.494571428571428,29.77085714285715
2017-01-11,16.536,14.204000000000004,22.63857142857143,35.40399999999999,30.57342857142857,34.132000000000005,,13.401428571428573,4.330857142857143,8.661714285714286,16.626857142857144,,15.339714285714289,9.479428571428569,29.362000000000005
2017-01-12,19.034571428571432,12.84114285714286,23.68342857142858,,31.542571428571428,34.132000000000005,,13.704285714285716,4.603428571428572,7.95,16.066571428571432,,15.733428571428574,10.327428571428568,29.92228571428572
2017-01-13,19.837142857142858,14.082857142857147,22.381142857142866,,32.14828571428571,32.87514285714287,,13.492285714285716,5.012285714285715,6.635600000000001,14.522000000000002,,16.520857142857146,11.190571428571426,29.64971428571429
2017-01-14,20.548857142857145,13.477142857142862,21.97228571428572,,32.087714285714284,32.02714285714286,,13.144000000000002,5.239428571428573,6.625000000000001,14.400857142857145,,16.626857142857144,11.841714285714284,29.922285714285717
2017-01-15,22.396285714285717,11.493428571428575,22.729428571428578,,34.31371428571428,32.02714285714286,,13.552857142857144,5.239428571428573,7.349333333333334,15.748571428571433,,17.792857142857144,12.356571428571426,30.07371428571429
2017-01-16,24.19828571428572,11.251142857142861,23.744000000000007,,34.768,32.299714285714295,,14.446285714285713,5.1637142857142875,9.964,16.324000000000005,,18.656000000000002,11.977999999999996,29.37714285714286
2017-01-17,25.076571428571434,10.93314285714286,24.380000000000006,,32.58742857142857,32.58742857142858,,14.552285714285713,4.754857142857145,11.58933333333333,16.899428571428576,,18.383428571428574,12.17485714285714,28.968285714285717
2017-01-18,24.45571428571429,13.371142857142862,24.698000000000008,,28.87742857142857,32.45114285714287,,13.855714285714283,5.496857142857145,14.628,17.550571428571434,,16.611714285714292,12.326285714285714,28.680571428571433
2017-01-19,21.89657142857143,13.795142857142864,22.896000000000008,,25.061428571428568,31.60314285714287,,12.598857142857142,5.4060000000000015,13.621,17.384000000000004,,13.477142857142862,11.932571428571427,27.560000000000006
2017-01-20,20.352,12.099142857142864,21.44228571428572,,22.108571428571423,29.922285714285728,,12.159714285714285,4.951714285714287,13.059199999999999,17.490000000000006,,12.144571428571433,11.326857142857142,26.424285714285723
2017-01-21,19.322285714285716,10.751428571428578,21.44228571428572,,20.791142857142855,28.938000000000013,,12.371714285714287,4.724571428571429,12.861333333333333,17.066000000000003,,11.342000000000002,10.630285714285716,25.591428571428576
2017-01-22,18.080571428571428,11.96285714285715,21.336285714285715,,20.942571428571423,29.07428571428573,,12.856285714285717,5.052666666666667,11.932571428571427,16.490571428571428,,9.93371428571429,10.418285714285716,25.01600000000001
2017-01-23,16.914571428571428,10.69085714285715,21.033428571428573,,21.820857142857136,29.498285714285732,,12.795714285714288,4.540333333333334,11.114857142857142,15.915142857142857,,11.084571428571433,11.629714285714288,25.848857142857153
2017-01-24,15.915142857142854,8.964571428571434,20.57914285714286,,23.001999999999992,28.938000000000017,,12.841142857142861,5.370666666666668,11.084571428571426,15.460857142857142,,9.97914285714286,11.887142857142859,26.54542857142858
2017-01-25,13.416571428571427,6.54171428571429,19.640285714285714,,24.06199999999999,28.801714285714304,,12.583714285714292,4.6463333333333345,10.251714285714284,14.627999999999998,,8.843428571428573,12.280857142857144,26.121428571428584
2017-01-26,11.417714285714283,7.571428571428576,20.80628571428571,,25.667142857142853,30.346285714285735,,13.00771428571429,4.487333333333334,10.297142857142855,14.915714285714285,,10.87257142857143,12.88657142857143,26.818000000000016
