date, pm25, pm10, o3, no2, so2, co
2019/3/16, , , , , , 
2019/3/17, , , , , , 
2019/3/18, , , , , , 
2019/3/19, , , , , , 
2019/3/20, , , , , , 
2019/3/21, , , , , , 
2019/3/22, , , , , , 
2019/3/23, , , , , , 
2019/3/24, , , , , , 
2019/3/25, , , , , , 
2019/3/26, , , , , , 
2019/3/27, , , , , , 
2019/3/28, , , , , , 
2019/3/29, , , , , , 
2019/3/30, , , , , , 
2019/3/31, , , , , , 
2019/4/1, , , , , , 
2018/10/2, 17, 53, , , , 1
2018/10/3, 19, 59, , , , 1
2018/10/4, 18, 63, , , , 1
2018/10/5, 21, 71, , , , 1
2018/10/6, 18, 59, , , , 1
2018/10/7, 18, 50, , , , 1
2018/10/8, 15, 34, , , , 1
2018/10/9, 20, 51, , , , 1
2018/10/10, 18, 38, , , , 1
2018/10/11, 16, 44, , , , 1
2018/10/12, 16, 54, , , , 2
2018/10/13, 20, 58, , , , 1
2018/10/14, 23, 45, , , , 1
2018/10/15, 23, 27, , , , 1
2018/10/16, 11, 13, , , , 1
2018/10/17, 7, 14, , , , 1
2018/10/18, 6, 13, , , , 1
2018/10/19, 3, 52, , , , 2
2018/10/20, 17, , , , , 
2018/11/8, 22, 46, , , , 1
2018/11/9, 30, 25, , , , 1
2018/11/10, 11, 22, , , , 1
2018/11/11, 10, 32, , , , 1
2018/11/12, 20, 33, , , , 1
2018/11/13, 14, 25, , , , 1
2018/11/14, 9, 30, , , , 2
2018/11/15, 10, 75, , , , 2
2018/11/16, 36, 87, , , , 2
2018/11/17, 35, 67, , , , 2
2018/11/18, 34, 56, , , , 2
2018/11/19, 37, 20, , , , 1
2018/11/20, 10, 44, , , , 2
2018/11/21, 13, 26, , , , 2
2018/11/22, 10, 34, , , , 2
2018/11/23, 17, 58, , , , 2
2018/11/24, 29, 87, , , , 2
2018/11/25, 40, 76, , , , 2
2018/11/26, 25, 43, , , , 2
2018/11/27, 10, , , , , 
2018/12/4, 17, 57, , , , 2
2018/12/5, 19, 19, , , , 2
2018/12/6, 9, 80, , , , 2
2018/12/7, 33, 61, , , , 2
2018/12/8, 28, 18, , , , 2
2018/12/9, 8, 40, , , , 2
2018/12/10, 18, 71, , , , 2
2018/12/11, 20, 99, , , , 2
2018/12/12, 25, 160, , , , 3
2018/12/13, 50, 70, , , , 2
2018/12/14, 24, 43, , , , 2
2018/12/15, 10, 69, , , , 2
2018/12/16, 28, 111, , , , 3
2018/12/17, 43, 115, , , , 3
2018/12/18, 30, 91, , , , 2
2018/12/19, 26, 139, , , , 2
2018/12/20, 26, 43, , , , 2
2018/12/21, 10, 83, , , , 3
2018/12/22, 31, 113, , , , 3
2018/12/23, 38, 89, , , , 3
2018/12/24, 40, 58, , , , 2
2018/12/25, 28, 83, , , , 2
2018/12/26, 47, 53, , , , 2
2018/12/27, 22, 68, , , , 2
2018/12/28, 25, 88, , , , 3
2018/12/29, 27, 19, , , , 2
2018/12/30, 7, 20, , , , 1
2018/12/31, 11, , , , , 
2018/7/5, 1, 84, , , , 
2018/7/6, 78, 89, , , , 
2018/7/7, 15, 49, , , , 
2018/7/8, 16, 33, , , , 
2018/7/9, 9, 38, , , , 
2018/7/10, 26, 88, , , , 
2018/7/11, 36, 95, , , , 
2018/7/12, 28, 76, , , , 
2018/7/13, 29, 89, , , , 
2018/7/14, 29, 75, , , , 
2018/7/15, 21, 59, , , , 
2018/7/16, 33, 96, , , , 
2018/7/17, 47, 137, , , , 
2018/7/18, 28, 98, , , , 
2018/7/19, 24, 75, , , , 
2018/7/20, 29, 73, , , , 
2018/7/21, 28, 88, , , , 
2018/7/22, 27, 77, , , , 
2018/7/23, 31, 86, , , , 
2018/7/24, 20, 69, , , , 
