FECHA,PARAM,NE,CE,NO2,SE3,SO2,N2,N,SE2,SUR,NE2,NO,SE,SO
2017-03-22,PM10, 118, 75, 112,, 72,, 63, 72,, 57, 86, 76, 99
2017-03-22,PM25,, 34,,,,,, 2,, 1,, 18, 24
2017-03-22,SO2,,,,,,,,,,,,,
2017-03-22,NO2,,,,,,,,,,,,,
2017-03-23,O3,,,,,,,,,,,,,
2017-03-23,CO, 3, 2,,, 1,,,,, 2, 1, 2, 1
2017-03-23,PM10, 95, 38, 117,, 81,, 81, 64,, 54, 101, 50, 115
2017-03-23,PM25,, 26,,,,,,,,,, 24, 24
2017-03-23,SO2,,,,,,,,,,,,,
2017-03-23,NO2,,,,,,,,,,,,,
2017-03-24,O3,,,,,,,,,,,,,
2017-03-24,CO, 2, 2,,, 1,,,,, 2, 1, 2, 1
2017-03-24,PM10, 78, 59, 83,, 57,, 66, 59,, 63, 61, 57, 55
2017-03-24,PM25,,,,,,,,,,,, 13, 20
2017-03-24,SO2,,,,,,,,,,,,,
2017-03-24,NO2,,,,,,,,,,,,,
2017-03-25,O3,,,,,,,,,,,,,
2017-03-25,CO, 3, 2,,, 1,,,,, 2, 1, 2, 1
2017-03-25,PM10, 81, 64, 95,, 73,, 67, 78,, 58, 74, 69, 96
2017-03-25,PM25,,,,,,,,,,,, 20, 25
2017-03-25,SO2,,,,,,,,,,,,,
2017-03-25,NO2,,,,,,,,,,,,,
2017-03-26,O3,,,,,,,,,,,,,
2017-03-26,CO, 3, 2,,, 1,,,,, 2, 1, 2, 1
2017-03-26,PM10, 106, 52, 131,, 63,, 83, 83,, 57, 99, 76, 107
2017-03-26,PM25,,,,,,,,,,,, 23, 28
2017-03-26,SO2,,,,,,,,,,,,,
2017-03-26,NO2,,,,,,,,,,,,,
2017-03-27,O3,,,,,,,,,,,,,
2017-03-27,CO, 3, 2,,, 1,,,,, 2, 1, 2, 1
2017-03-27,PM10, 89, 73, 106,, 64,, 69, 83,, 71, 89, 71, 90
2017-03-27,PM25,,,,,,,,,,,, 24, 24
2017-03-27,SO2,,,,,,,,,,,,,
2017-03-27,NO2,,,,,,,,,,,,,
2017-03-28,O3,,,,,,,,,,,,,
2017-03-28,CO, 3, 2,,, 1,,,,, 2, 1, 2, 1
2017-03-28,PM10, 93, 74, 122,, 79,, 91, 68,, 66, 89, 99, 97
2017-03-28,PM25,, 25,,,,,,,,,, 25,
2017-03-28,SO2,,,,,,,,,,,,,
2017-03-28,NO2,,,,,,,,,,,,,
2017-03-29,O3,,,,,,,,,,,,,
2017-03-29,CO, 3,,,,,,,,, 2,,, 1
2017-03-29,PM10, 103,, 119,, 89,, 92, 63,, 77, 94,, 112
2017-03-29,PM25,, 31,,,,,,,,,, 28,
2017-03-29,SO2,,,,,,,,,,,,,
2017-03-29,NO2,,,,,,,,,,,,,
2017-03-30,O3,,,,,,,,,,,,,
2017-03-30,CO,, 2,,, 1,,,,,,, 2,
2017-03-30,PM10,, 52,,,,,,,,,, 63,
2017-03-30,PM25,,,,,,,,,,,,,
2017-03-30,SO2,,,,,,,,,,,,,
2017-03-30,NO2,,,,,,,,,,,,,
2017-03-31,O3,,,,,,,,,,,,,
2017-03-31,CO, 3, 2,,, 1,,,,, 2, 2, 2, 1
2017-03-31,PM10, 91, 87, 122,, 58,, 60, 78,, 62, 83, 89, 72
2017-03-31,PM25,, 16,,,,,,,,,, 15, 17
2017-03-31,SO2,,,,,,,,,,,,,
2017-03-31,NO2,,,,,,,,,,,,,
2017-04-01,O3,,,,,,,,,,,,,
2017-04-01,CO, 3, 2,,, 1,,,,, 2, 2, 2, 1
2017-04-01,PM10, 102, 76, 156,, 74,, 79, 83,, 62, 120, 74, 136
2017-04-01,PM25,, 23,,,,,,,,,, 22, 25
2017-04-01,SO2,,,,,,,,,,,,,
2017-04-01,NO2,,,,,,,,,,,,,
2017-04-02,O3,,,,,,,,,,,,,
2017-04-02,CO, 3, 2,,, 1,,,,, 2, 2, 2, 1
2017-04-02,PM10, 90, 41, 116,, 79,, 85, 73,, 68, 111, 54, 124
2017-04-02,PM25,, 26,,,,,,,,,, 18, 31
2017-04-02,SO2,,,,,,,,,,,,,
2017-04-02,NO2,,,,,,,,,,,,,
2017-04-03,O3,,,,,,,,,,,,,
2017-04-03,CO, 3, 2,,, 1,,,,, 1, 2, 2, 1
2017-04-03,PM10, 72, 50,,, 60,, 46, 58,, 47,, 51, 78
2017-04-03,PM25,, 11,,,,,,,,,, 9, 19
2017-04-03,SO2,,,,,,,,,,,,,
2017-04-03,NO2,,,,,,,,,,,,,
2017-04-04,O3,,,,,,,,,,,,,
2017-04-04,CO, 3, 2,,, 1,,,,, 2, 2, 2, 1
2017-04-04,PM10, 64, 69, 102,, 62,, 55, 58,, 44, 71, 70, 190
2017-04-04,PM25,, 11,,,,,,,,,, 11, 19
2017-04-04,SO2,,,,,,,,,,,,,
2017-04-04,NO2,,,,,,,,,,,,,
2017-04-05,O3,,,,,,,,,,,,,
2017-04-05,CO, 3, 2,,, 1,,,,, 2, 2, 2, 1
2017-04-05,PM10, 73, 77, 132,, 103,, 76, 85,, 72, 129, 84, 120
2017-04-05,PM25,, 14,,,,,,,,,, 14, 18
2017-04-05,SO2,,,,,,,,,,,,,
2017-04-05,NO2,,,,,,,,,,,,,
2017-04-06,O3,,,,,,,,,,,,,
2017-04-06,CO, 3, 2,,, 1,,,,, 1, 2, 2, 1
2017-04-06,PM10, 115, 34, 137,, 92,, 85, 149,, 80, 142, 50, 60
2017-04-06,PM25,, 14,,,,,,,,,, 10, 13
2017-04-06,SO2,,,,,,,,,,,,,
2017-04-06,NO2,,,,,,,,,,,,,
2017-04-07,O3,,,,,,,,,,,,,
2017-04-07,CO, 3, 2,,, 1,,,,,, 2, 2, 1
2017-04-07,PM10, 75, 39, 133,, 60,, 51, 64,, 60, 60, 41, 49
2017-04-07,PM25,, 7,,,,,,,,,, 9, 16
2017-04-07,SO2,,,,,,,,,,,,,
2017-04-07,NO2,,,,,,,,,,,,,
2017-04-08,O3,,,,,,,,,,,,,
2017-04-08,CO, 3,,,,,,,,,,,,
2017-04-08,PM10, 52,, 60,, 45,, 49, 42,, 41, 46,,
2017-04-08,PM25,, 8,,,,,,,,,, 7, 16
2017-04-08,SO2,,,,,,,,,,,,,
2017-04-08,NO2,,,,,,,,,,,,,
2017-04-09,O3,,,,,,,,,,,,,
2017-04-09,CO,, 2,,, 1,,,,,, 2, 2,
2017-04-09,PM10,, 54,,,,,,,,,, 64, 74
2017-04-09,PM25,,,,,,,,,,,,,
2017-04-09,SO2,,,,,,,,,,,,,
2017-04-09,NO2,,,,,,,,,,,,,
2017-04-10,O3,,,,,,,,,,,,,
2017-04-10,CO, 3, 2,,, 1,,,,,, 2, 2,
2017-04-10,PM10, 60, 48, 103,, 63,, 49, 63,, 58, 71, 50, 67
2017-04-10,PM25,, 25,,,,,,,,,, 20, 25
2017-04-10,SO2,,,,,,,,,,,,,
2017-04-10,NO2,,,,,,,,,,,,,
2017-04-11,O3,,,,,,,,,,,,,
2017-04-11,CO, 3, 2,,, 1,,,,,, 2, 2,
2017-04-11,PM10, 60, 47, 77,, 60,, 64, 61,, 62, 63, 50, 56
2017-04-11,PM25,, 20,,,,,,,,,, 19, 28
2017-04-11,SO2,,,,,,,,,,,,,
2017-04-11,NO2,,,,,,,,,,,,,
2017-04-12,O3,,,,,,,,,,,,,
2017-04-12,CO, 3, 2,,, 1,,,,,, 2, 2,
2017-04-12,PM10, 72, 24, 81,, 53,,, 64,, 70, 68, 21, 41
2017-04-12,PM25,, 24,,,,,, 3,,,, 23, 23
2017-04-12,SO2,,,,,,,,,,,,,
2017-04-12,NO2,,,,,,,,,,,,,
2017-04-13,O3,,,,,,,,,,,,,
2017-04-13,CO, 3, 2,,, 1,,,,,, 2, 2,
2017-04-13,PM10, 34, 26, 51,, 40,,, 42,, 46, 37, 29, 32
2017-04-13,PM25,, 12,,,,,,,,,, 9, 16
2017-04-13,SO2,,,,,,,,,,,,,
2017-04-13,NO2,,,,,,,,,,,,,
2017-04-14,O3,,,,,,,,,,,,,
2017-04-14,CO, 3, 2,,, 1,,,,,, 2, 2,
2017-04-14,PM10, 46, 19, 38,, 32,,, 71,, 51, 39, 21, 31
2017-04-14,PM25,, 12,,,,,,,,,, 11, 15
2017-04-14,SO2,,,,,,,,,,,,,
2017-04-14,NO2,,,,,,,,,,,,,
2017-04-15,O3,,,,,,,,,,,,,
2017-04-15,CO, 3, 2,,, 1,,,,,, 2, 2,
2017-04-15,PM10, 42, 30, 38,, 26,,, 44,, 43, 33, 27, 43
2017-04-15,PM25,, 10,,,,,,,,,, 10, 14
2017-04-15,SO2,,,,,,,,,,,,,
2017-04-15,NO2,,,,,,,,,,,,,
2017-04-16,O3,,,,,,,,,,,,,
2017-04-16,CO, 3, 2,,, 1,,,,,, 2, 2,
2017-04-16,PM10, 47, 45, 49,, 36,,, 48,, 60, 49, 42, 53
2017-04-16,PM25,, 15,,,,,,,,,, 11, 18
2017-04-16,SO2,,,,,,,,,,,,,
2017-04-16,NO2,,,,,,,,,,,,,
2017-04-17,O3,,,,,,,,,,,,,
2017-04-17,CO, 3, 2,,, 1,,,,,, 2, 2,
2017-04-17,PM10, 50, 37, 63,, 46,,, 49,, 55, 56, 35, 51
2017-04-17,PM25,, 23,,,,,,,,,, 20, 22
2017-04-17,SO2,,,,,,,,,,,,,
2017-04-17,NO2,,,,,,,,,,,,,
2017-04-18,O3,,,,,,,,,,,,,
2017-04-18,CO, 3, 2,,, 1,,,,,, 2, 2,
2017-04-18,PM10, 49, 49, 58,, 45,, 56, 57,, 52, 57, 57, 72
2017-04-18,PM25,, 17,,,,,,,,,, 14, 26
2017-04-18,SO2,,,,,,,,,,,,,
2017-04-18,NO2,,,,,,,,,,,,,
2017-04-19,O3,,,,,,,,,,,,,
2017-04-19,CO, 3, 2,,, 1,,,,,, 2, 1,
2017-04-19,PM10, 59, 48, 75,, 58,, 55, 56,, 41, 72, 45, 79
2017-04-19,PM25,, 19,,,,,,,,,, 19, 20
2017-04-19,SO2,,,,,,,,,,,,,
2017-04-19,NO2,,,,,,,,,,,,,
2017-04-20,O3,,,,,,,,,,,,,
2017-04-20,CO, 3, 2,,, 1,,,,,, 2, 1,
2017-04-20,PM10, 58, 47, 97,, 48,, 60, 60,, 46, 84, 50, 67
2017-04-20,PM25, 1, 17,,,,,, 4,, 2,, 16, 22
2017-04-20,SO2,,,,,,,,,,,,,
2017-04-20,NO2,,,,,,,,,,,,,
2017-04-21,O3,,,,,,,,,,,,,
2017-04-21,CO, 3, 2,,, 1,,,,,, 2, 2,
2017-04-21,PM10, 55, 50, 98,, 60,, 58, 54,, 48, 71, 44, 67
2017-04-21,PM25,, 20,,,,,,,,,, 21, 24
2017-04-21,SO2,,,,,,,,,,,,,
2017-04-21,NO2,,,,,,,,,,,,,
2017-04-22,O3,,,,,,,,,,,,,
2017-04-22,CO, 3, 2,,, 1,,,,,, 2, 2,
2017-04-22,PM10, 58, 43, 89,, 63,, 74, 46,, 46, 62, 33, 66
2017-04-22,PM25,, 18,,,,,,,,,, 18, 21
2017-04-22,SO2,,,,,,,,,,,,,
2017-04-22,NO2,,,,,,,,,,,,,
2017-04-23,O3,,,,,,,,,,,,,
2017-04-23,CO, 3, 2,,, 1,,,,,, 2,,
2017-04-23,PM10, 59, 25, 68,, 47,, 58, 34,, 59, 58,, 26
2017-04-23,PM25,, 21,,,,,,,,,, 12, 18
2017-04-23,SO2,,,,,,,,,,,,,
2017-04-23,NO2,,,,,,,,,,,,,
2017-04-24,O3,,,,,,,,,,,,,
2017-04-24,CO,, 1,,,,,,,,, 2, 2,
2017-04-24,PM10,, 27, 69,, 26,,, 36,, 19, 48, 38, 53
2017-04-24,PM25,, 15,,,,,,,,,,, 13
2017-04-24,SO2,,,,,,,,,,,,,
2017-04-24,NO2,,,,,,,,,,,,,
2017-04-25,O3,,,,,,,,,,,,,
2017-04-25,CO, 3,,,,,,,,,, 1, 2,
2017-04-25,PM10, 64, 65, 78,, 40,, 53, 52,, 41, 58, 60, 83
2017-04-25,PM25,, 11,,,,,,,,,, 11, 21
2017-04-25,SO2,,,,,,,,,,,,,
2017-04-25,NO2,,,,,,,,,,,,,
2017-04-26,O3,,,,,,,,,,,,,
2017-04-26,CO, 2,,,,,,,,,,, 1,
2017-04-26,PM10, 70, 103, 97,, 51,, 63, 67,, 48, 79, 73, 99
2017-04-26,PM25,, 16,,,,,,,,,, 14, 19
2017-04-26,SO2,,,,,,,,,,,,,
2017-04-26,NO2,,,,,,,,,,,,,
2017-04-27,O3,,,,,,,,,,,,,
2017-04-27,CO,,,,,,,,,,,,,
2017-04-27,PM10, 89, 62, 132,, 76,, 81, 89,, 87, 114, 70, 77
2017-04-27,PM25,, 14,,,,,,,,,, 14, 17
2017-04-27,SO2,,,,,,,,,,,,,
2017-04-27,NO2,,,,,,,,,,,,,
2017-04-28,O3,,,,,,,,,,,,,
2017-04-28,CO,,,,,,,,,,,,,
2017-04-28,PM10, 137, 80, 107,, 75,, 64, 77,, 68, 85, 80, 132
2017-04-28,PM25,, 15,,,,,,,,,, 16, 23
2017-04-28,SO2,,,,,,,,,,,,,
2017-04-28,NO2,,,,,,,,,,,,,
2017-04-29,O3,,,,,,,,,,,,,
2017-04-29,CO,,,,,,,,,,,,,
2017-04-29,PM10, 107, 85, 118,, 92,, 110, 95,, 98, 120, 93, 104
2017-04-29,PM25,, 34,,,,,,,,,, 25, 28
2017-04-29,SO2,,,,,,,,,,,,,
2017-04-29,NO2,,,,,,,,,,,,,
2017-04-30,O3,,,,,,,,,,,,,
2017-04-30,CO,,,,,,,,,,,,,
2017-04-30,PM10, 122, 86, 106,, 92,, 84, 102,, 67, 126, 89, 105
2017-04-30,PM25,, 29,,,,,,,,,, 26, 21
2017-04-30,SO2,,,,,,,,,,,,,
2017-04-30,NO2,,,,,,,,,,,,,
2017-05-01,O3,,,,,,,,,,,,,
2017-05-01,CO,,,,,,,,,,,,,
2017-05-01,PM10, 89, 51, 137,, 90,, 57, 112,, 75, 124, 62, 62
2017-05-01,PM25,, 13,,,,,,,,,, 14, 21
2017-05-01,SO2,,,,,,,,,,,,,
2017-05-01,NO2,,,,,,,,,,,,,
2017-05-02,O3,,,,,,,,,,,,,
2017-05-02,CO,,,,,,,,,,,,,
2017-05-02,PM10, 64, 49, 117,, 60,, 52, 57,, 46, 68, 52, 72
2017-05-02,PM25,, 15,,,,,,,,,, 12, 15
2017-05-02,SO2,,,,,,,,,,,,,
2017-05-02,NO2,,,,,,,,,,,,,
2017-05-03,O3,,,,,,,,,,,,,
2017-05-03,CO,,,,,,,,,,,,,
2017-05-03,PM10, 66, 75, 118,, 63,, 51, 51,, 49, 67, 75, 102
2017-05-03,PM25,, 25,,,,,,,,,, 13, 16
2017-05-03,SO2,,,,,,,,,,,,,
2017-05-03,NO2,,,,,,,,,,,,,
2017-05-04,O3,,,,,,,,,,,,,
2017-05-04,CO,,,,,,,,,,,,,
2017-05-04,PM10, 91, 40, 116,, 87,, 71, 75,, 63, 95, 39, 55
2017-05-04,PM25,, 19,,,,,,,,,, 22, 25
2017-05-04,SO2,,,,,,,,,,,,,
2017-05-04,NO2,,,,,,,,,,,,,
2017-05-05,O3,,,,,,,,,,,,,
2017-05-05,CO,,,,,,,,,,,,,
2017-05-05,PM10, 50, 38, 92,, 51,, 30, 49,, 42, 57, 41, 64
2017-05-05,PM25,, 17,,,,,,,,,, 13, 17
2017-05-05,SO2,,,,,,,,,,,,,
2017-05-05,NO2,,,,,,,,,,,,,
2017-05-06,O3,,,,,,,,,,,,,
2017-05-06,CO,,,,,,,,,,,,,
2017-05-06,PM10, 74, 47, 94,, 55,, 43, 70,, 38, 64, 47, 68
2017-05-06,PM25,, 12,,,,,,,,,, 12, 19
2017-05-06,SO2,,,,,,,,,,,,,
2017-05-06,NO2,,,,,,,,,,,,,
2017-05-07,O3,,,,,,,,,,,,,
2017-05-07,CO,,,,,,,,,,,,,
2017-05-07,PM10, 66, 35, 91,, 58,, 53, 55,, 52, 71, 37, 46
2017-05-07,PM25,, 19,,,,,,,,,, 13, 27
2017-05-07,SO2,,,,,,,,,,,,,
2017-05-07,NO2,,,,,,,,,,,,,
2017-05-08,O3,,,,,,,,,,,,,
2017-05-08,CO,,,,,,,,,,,,,
2017-05-08,PM10, 45, 35, 87,, 45,, 37, 44,, 35, 48, 35, 51
2017-05-08,PM25,, 14,,,,,,,,,, 9, 20
2017-05-08,SO2,,,,,,,,,,,,,
2017-05-08,NO2,,,,,,,,,,,,,
2017-05-09,O3,,,,,,,,,,,,,
2017-05-09,CO,,,,,,,, 1,,,,,
2017-05-09,PM10, 47, 39, 70,, 58,, 54, 40,, 58, 46, 32, 52
2017-05-09,PM25,, 21,,,,,,,,,, 11, 16
2017-05-09,SO2,,,,,,,,,,,,,
2017-05-09,NO2,,,,,,,,,,,,,
2017-05-10,O3,,,,,,,,,,,,,
2017-05-10,CO,,,,,,,, 1,,,,,
2017-05-10,PM10, 56, 61, 78,, 54,, 53, 52,, 71, 56, 61, 90
2017-05-10,PM25,, 26,,,,,,,,,, 8, 20
2017-05-10,SO2,,,,,,,,,,,,,
2017-05-10,NO2,,,,,,,,,,,,,
2017-05-11,O3,,,,,,,,,,,,,
2017-05-11,CO,,,,,,,, 1,,,,,
2017-05-11,PM10, 84, 66, 96,, 69,, 73, 63,, 71, 86, 59, 112
2017-05-11,PM25,, 28,,,,,, 4,, 2,,, 29
2017-05-11,SO2,,,,,,,,,,,,,
2017-05-11,NO2,,,,,,,,,,,,,
2017-05-12,O3,,,,,,,,,,,,,
2017-05-12,CO,,,,,,,, 1,,,,,
2017-05-12,PM10, 73, 59, 104,, 76,, 65, 113,, 57, 85, 56, 92
2017-05-12,PM25,, 38,,,,,,,,,,, 27
2017-05-12,SO2,,,,,,,,,,,,,
2017-05-12,NO2,,,,,,,,,,,,,
2017-05-13,O3,,,,,,,,,,,,,
2017-05-13,CO,,,,,,,, 1,,,,,
2017-05-13,PM10, 71, 48, 102,, 65,, 64, 74,, 51, 78, 56, 80
2017-05-13,PM25,, 29,,,,,,,,,,, 25
2017-05-13,SO2,,,,,,,,,,,,,
2017-05-13,NO2,,,,,,,,,,,,,
2017-05-14,O3,,,,,,,,,,,,,
2017-05-14,CO,,,,,,,, 1,,,,,
2017-05-14,PM10, 79, 32, 123,, 57,, 61, 75,, 68, 73, 38, 67
2017-05-14,PM25,, 21,,,,,,,,,,, 22
2017-05-14,SO2,,,,,,,,,,,,,
2017-05-14,NO2,,,,,,,,,,,,,
2017-05-15,O3,,,,,,,,,,,,,
2017-05-15,CO,,,,,,,, 1,,,,,
2017-05-15,PM10, 44, 107, 75,, 40,, 36, 36,, 34, 50, 50, 65
2017-05-15,PM25,, 15,,,,,,,,,,, 21
2017-05-15,SO2,,,,,,,,,,,,,
2017-05-15,NO2,,,,,,,,,,,,,
2017-05-16,O3,,,,,,,,,,,,,
2017-05-16,CO,,,,,,,, 1,,,,,
2017-05-16,PM10, 165, 47, 106,, 51,, 57, 61,, 71, 61, 51, 77
2017-05-16,PM25,, 25,,,,,,,,,,,
2017-05-16,SO2,,,,,,,,,,,,,
2017-05-16,NO2,,,,,,,,,,,,,
2017-05-17,O3,,,,,,,,,,,,,
2017-05-17,CO,,,,,,,, 1,,,,,
2017-05-17,PM10, 70, 74, 131,, 61,, 70, 53,, 75, 71, 71, 113
2017-05-17,PM25,, 25,,,,,,,,,,,
2017-05-17,SO2,,,,,,,,,,,,,
2017-05-17,NO2,,,,,,,,,,,,,
2017-05-18,O3,,,,,,,,,,,,,
2017-05-18,CO,,,,,,,, 1,,,,,
2017-05-18,PM10, 113, 73, 123,, 81,, 80, 68,, 77, 100, 81, 111
2017-05-18,PM25,, 26,,,,,,,,,,,
2017-05-18,SO2,,,,,,,,,,,,,
2017-05-18,NO2,,,,,,,,,,,,,
2017-05-19,O3,,,,,,,,,,,,,
2017-05-19,CO,,,,,,,, 1,,,,,
2017-05-19,PM10, 207, 56, 113,, 72,, 94, 67,, 71, 80, 58, 94
2017-05-19,PM25,, 39,,,,,,,,,, 36, 60
2017-05-19,SO2,,,,,,,,,,,,,
2017-05-19,NO2,,,,,,,,,,,,,
2017-05-20,O3,,,,,,,,,,,,,
2017-05-20,CO,,,,,,,, 1,,,,,
2017-05-20,PM10, 79, 55, 121,, 68,, 161, 58,, 81, 75, 53, 82
2017-05-20,PM25,, 27,,,,,,,,,, 34, 32
2017-05-20,SO2,,,,,,,,,,,,,
2017-05-20,NO2,,,,,,,,,,,,,
2017-05-21,O3,,,,,,,,,,,,,
2017-05-21,CO,,,,,,,, 2,,,,,
2017-05-21,PM10, 61, 35, 92,, 58,, 57, 51,, 84, 63, 51, 47
2017-05-21,PM25,, 35,,,,,,,,,, 23, 25
2017-05-21,SO2,,,,,,,,,,,,,
2017-05-21,NO2,,,,,,,,,,,,,
2017-05-22,O3,,,,,,,,,,,,,
2017-05-22,CO,,,,,,,, 2,,,,,
2017-05-22,PM10, 54, 41, 60,, 31,, 59, 57,, 82, 47, 36, 52
2017-05-22,PM25,, 21,,,,,,,,,, 20, 28
2017-05-22,SO2,,,,,,,,,,,,,
2017-05-22,NO2,,,,,,,,,,,,,
2017-05-23,O3,,,,,,,,,,,,,
2017-05-23,CO,,,,,,,, 2,,,,,
2017-05-23,PM10, 27, 44, 59,, 38,, 29, 55,, 40, 36, 39, 57
2017-05-23,PM25,, 18,,,,,,,,,, 20, 18
2017-05-23,SO2,,,,,,,,,,,,,
2017-05-23,NO2,,,,,,,,,,,,,
2017-05-24,O3,,,,,,,,,,,,,
2017-05-24,CO,,,,,,,, 1,,,,,
2017-05-24,PM10, 51, 33, 71,, 40,, 50, 55,, 53, 52, 29, 45
2017-05-24,PM25,, 32,,,,,,,,,, 25, 26
2017-05-24,SO2,,,,,,,,,,,,,
2017-05-24,NO2,,,,,,,,,,,,,
2017-05-25,O3,,,,,,,,,,,,,
2017-05-25,CO,,,,, 1,,, 2,,,,,
2017-05-25,PM10, 36, 58, 59,, 37,, 43, 44,, 34, 41, 53, 107
2017-05-25,PM25,, 16,,,,,,,,,, 12, 18
2017-05-25,SO2,,,,,,,,,,,,,
2017-05-25,NO2,,,,,,,,,,,,,
2017-05-26,O3,,,,,,,,,,,,,
2017-05-26,CO,,,,, 1,,, 2,,,,,
2017-05-26,PM10, 68, 74, 112,, 78,, 56, 63,, 63, 85, 55, 107
2017-05-26,PM25,, 23,,,,,,,,,, 18, 17
2017-05-26,SO2,,,,,,,,,,,,,
2017-05-26,NO2,,,,,,,,,,,,,
2017-05-27,O3,,,,,,,,,,,,,
2017-05-27,CO,,,,, 1,,, 2,,,,,
2017-05-27,PM10, 76, 71, 123,, 78,, 68, 64,, 69, 81, 64, 89
2017-05-27,PM25,, 28,,,,,,,,,, 24,
2017-05-27,SO2,,,,,,,,,,,,,
2017-05-27,NO2,,,,,,,,,,,,,
2017-05-28,O3,,,,,,,,,,,,,
2017-05-28,CO,,,,,,,, 2,, 1,,,
2017-05-28,PM10, 90, 73, 98,, 71,, 90, 92,, 77, 108, 72, 88
2017-05-28,PM25,, 30,,,,,,,,,, 32,
2017-05-28,SO2,,,,,,,,,,,,,
2017-05-28,NO2,,,,,,,,,,,,,
2017-05-29,O3,,,,,,,,,,,,,
2017-05-29,CO,,,,,,,, 2,,,,,
2017-05-29,PM10, 83, 41, 117,, 67,, 77, 77,, 76, 84, 37, 54
2017-05-29,PM25,, 47,,,,,,,,,, 38,
2017-05-29,SO2,,,,,,,,,,,,,
2017-05-29,NO2,,,,,,,,,,,,,
2017-05-30,O3,,,,,,,,,,,,,
2017-05-30,CO,,,,,,,, 2,,,,,
2017-05-30,PM10, 46, 24, 57,, 43,, 53, 48,, 43, 48, 21, 43
2017-05-30,PM25,, 21,,,,,,,,,, 16,
2017-05-30,SO2,,,,,,,,,,,,,
2017-05-30,NO2,,,,,,,,,,,,,
2017-05-31,O3,,,,,,,,,,,,,
2017-05-31,CO,,,,,,,, 2,,,,, 1
2017-05-31,PM10, 46, 30, 45,, 34,, 40, 44,, 46, 41, 25, 52
2017-05-31,PM25,, 13,,,,,,,,,, 9,
2017-05-31,SO2,,,,,,,,,,,,,
2017-05-31,NO2,,,,,,,,,,,,,
2017-06-01,O3,,,,,,,,,,,,,
2017-06-01,CO,,,,,,,, 2,,,,, 1
2017-06-01,PM10, 37, 37, 46,, 37,, 33, 47,, 44, 78, 31, 54
2017-06-01,PM25,, 14,,,,,,,,,, 12,
2017-06-01,SO2,,,,,,,,,,,,,
2017-06-01,NO2,,,,,,,,,,,,,
2017-06-02,O3,,,,,,,,,,,,,
2017-06-02,CO,,,,,,,, 2,,,,, 1
2017-06-02,PM10, 44, 32, 59,, 42,, 47, 51,, 48, 54, 29, 47
2017-06-02,PM25,, 20,,,,,,,,,, 12,
2017-06-02,SO2,,,,,,,,,,,,,
2017-06-02,NO2,,,,,,,,,,,,,
2017-06-03,O3,,,,,,,,,,,,,
2017-06-03,CO,,,,,,,, 2,,,,, 1
2017-06-03,PM10, 43, 27, 62,, 32,, 42, 39,, 58, 83, 27, 45
2017-06-03,PM25,, 17,,,,,,,,,, 13, 28
2017-06-03,SO2,,,,,,,,,,,,,
2017-06-03,NO2,,,,,,,,,,,,,
2017-06-04,O3,,,,,,,,,,,,,
2017-06-04,CO,,,,,,,, 2,, 1,,, 1
2017-06-04,PM10, 37, 31, 63,, 28,, 36, 44,, 43, 43, 29, 44
2017-06-04,PM25,, 13,,,,,,,,,, 10, 19
2017-06-04,SO2,,,,,,,,,,,,,
2017-06-04,NO2,,,,,,,,,,,,,
2017-06-05,O3,,,,,,,,,,,,,
2017-06-05,CO,,,,,,,, 2,, 1,,, 1
2017-06-05,PM10, 40, 46, 58,, 32,, 41, 46,, 39, 46, 50, 79
2017-06-05,PM25,, 11,,,,,,,,,, 14, 17
2017-06-05,SO2,,,,,,,,,,,,,
2017-06-05,NO2,,,,,,,,,,,,,
2017-06-06,O3,,,,,,,,,,,,,
2017-06-06,CO,,,,,,,, 2,, 1,,, 1
2017-06-06,PM10, 126, 61, 144,, 45,, 46, 75,, 52, 73, 57, 96
2017-06-06,PM25,, 17,,,,,,,,,, 16, 19
2017-06-06,SO2,,,,,,,,,,,,,
2017-06-06,NO2,,,,,,,,,,,,,
2017-06-07,O3,,,,,,,,,,,,,
2017-06-07,CO,,,,,,,, 2,,,,, 1
2017-06-07,PM10, 52, 29, 100,, 67,, 58, 60,, 35, 77, 29, 37
2017-06-07,PM25,, 21,,,,,,,,,, 10,
2017-06-07,SO2,,,,,,,,,,,,,
2017-06-07,NO2,,,,,,,,,,,,,
2017-06-08,O3,,,,,,,,,,,,,
2017-06-08,CO,,,,,,,, 2,,,,, 1
2017-06-08,PM10, 28, 41, 65,, 35,, 30, 50,, 36, 33, 44, 60
2017-06-08,PM25,, 9,,,,,,,,,, 10,
2017-06-08,SO2,,,,,,,,,,,,,
2017-06-08,NO2,,,,,,,,,,,,,
2017-06-09,O3,,,,,,,,,,,,,
2017-06-09,CO,,,,,,,, 2,,,,, 1
2017-06-09,PM10, 53, 58, 76,, 45,, 49, 53,, 43, 63, 55, 70
2017-06-09,PM25,, 14,,,,,,,,,, 12,
2017-06-09,SO2,,,,,,,,,,,,,
2017-06-09,NO2,,,,,,,,,,,,,
2017-06-10,O3,,,,,,,,,,,,,
2017-06-10,CO,,,,,,,, 2,,,,, 1
2017-06-10,PM10, 67, 36, 99,, 57,, 57, 56,, 58, 74, 49, 56
2017-06-10,PM25,, 21,,,,,,,,,, 14,
2017-06-10,SO2,,,,,,,,,,,,,
2017-06-10,NO2,,,,,,,,,,,,,
2017-06-11,O3,,,,,,,,,,,,,
