date, pm25, pm10, o3, no2, so2, co
2020/1/23, 33, 79, , , , 
2020/1/24, 21, 43, , , , 
2020/1/25, 13, 82, , , , 
2020/1/26, 37, 59, , , , 
2020/1/27, 20, 84, , , , 
2020/1/28, 20, 83, , , , 
2020/1/29, 14, 75, , , , 
2020/1/30, 12, 62, , , , 
2020/1/31, 20, 82, , , , 
2020/2/1, 40, 69, 22, , 16, 9
2019/10/2, 6, 49, , , , 
2019/10/3, 9, 28, , , , 
2019/10/4, 10, 38, , , , 
2019/10/5, 13, 53, , , , 
2019/10/6, 13, 51, , , , 
2019/10/7, 14, 47, , , , 
2019/10/8, 11, 33, , , , 
2019/10/9, 10, 45, , , , 
2019/10/10, 15, 61, , , , 
2019/10/11, 19, 132, , , , 
2019/10/12, 23, 58, , , , 
2019/10/13, 23, 55, , , , 
2019/10/14, 20, 69, , , , 
2019/10/15, 19, 100, , , , 
2019/10/16, 26, 54, , , , 
2019/10/17, 16, 52, , , , 
2019/10/18, 18, 70, , , , 
2019/10/19, 21, 75, , , , 
2019/10/20, 17, 58, , , , 
2019/10/21, 20, 69, , , , 
2019/10/22, 17, 42, , , , 
2019/10/23, 10, 31, , , , 
2019/10/24, 8, 28, , , , 
2019/10/25, 9, 42, , , , 
2019/10/26, 13, 65, , , , 
2019/10/28, 19, 83, , , , 
2019/10/29, 18, 64, , , , 
2019/10/30, 25, 56, , , , 
2019/10/31, 22, 39, , , , 
2019/11/1, 8, 45, , , , 
2019/11/2, 10, 84, , , , 
2019/11/3, 21, 27, , , , 
2019/11/4, 11, 81, , , , 
2019/11/5, 25, 79, , , , 
2019/11/6, 21, 26, , , , 
2019/11/7, 8, 45, , , , 
2019/11/8, 12, 47, , , , 
2019/11/9, 21, 54, , , , 
2019/11/10, 27, 32, , , , 
2019/11/11, 22, 92, , , , 
2019/11/12, 45, 30, , , , 
2019/11/13, 14, 61, , , , 
2019/11/14, 35, 115, , , , 1
2019/11/15, 49, 48, , , , 
2019/11/16, 22, 67, , , , 
2019/11/17, 30, 74, , , , 1
2019/11/18, 34, 61, , , , 
2019/11/19, 27, 85, , , , 
2019/11/20, 33, 94, , , , 
2019/11/21, 46, 107, , , , 
2019/11/22, 41, 90, , , , 
