date, pm25, pm10, o3, no2, so2, co
2019/7/7, , 40, , , , 
2019/7/8, , 58, , , , 
2019/8/12, , 91, , , , 
2019/8/13, , 69, , , , 
2019/8/14, , 58, , , , 
2019/8/15, , 71, , , , 
2019/8/16, , 63, , , , 
2019/8/17, , 66, , , , 
2019/8/18, , 77, , , , 
2019/8/19, , 71, , , , 
2019/8/20, , 89, , , , 
2019/8/21, , 63, , , , 
2019/6/16, , , , , , 
2019/1/1, , , , , , 
2019/2/13, , , , , , 
2019/3/5, , , , , , 
2019/3/12, , , , , , 
2019/3/13, , , , , , 
2019/3/20, , , , , , 
2019/3/21, , , , , , 
2019/3/22, , , , , , 
2018/10/1, , 23, , , , 
2018/11/7, , 88, , , , 1
2018/11/14, , 34, , , , 1
2018/12/3, , 72, , , , 1
2018/12/10, , 57, , , , 1
2018/7/1, , 104, , , , 
2018/7/7, , 55, , , , 
2018/7/8, , 56, , , , 
2018/7/9, , 70, , , , 
2018/7/10, , 81, , , , 
2018/7/11, , 72, , , , 
2018/7/12, , 89, , , , 
2018/7/13, , 85, , , , 
2018/7/14, , 64, , , , 
2018/7/15, , 94, , , , 
2018/7/16, , 142, , , , 
2018/7/17, , 107, , , , 
2018/7/18, , 95, , , , 
2018/7/19, , 90, , , , 
2018/7/20, , 102, , , , 
2018/7/21, , 80, , , , 
2018/7/22, , 98, , , , 
2018/7/23, , 91, , , , 
2018/7/24, , 112, , , , 
2018/7/25, , 147, , , , 
2018/7/26, , 93, , , , 
2018/7/27, , 104, , , , 
2018/7/28, , 110, , , , 
2018/7/30, , 86, , , , 
2018/7/31, , 89, , , , 
2018/8/1, , 75, , , , 
2018/8/2, , 76, , , , 
2018/8/3, , 78, , , , 
2018/8/4, , 111, , , , 
2018/8/5, , 38, , , , 
2018/8/6, , 51, , , , 
2018/8/7, , 62, , , , 
2018/8/8, , 72, , , , 
2018/8/9, , 37, , , , 
2018/8/13, , 74, , , , 
2018/8/14, , 46, , , , 
2018/8/15, , 80, , , , 
2018/8/16, , 62, , , , 
2018/8/17, , 75, , , , 
2018/8/20, , 67, , , , 
2018/8/22, , 65, , , , 
2018/8/23, , 62, , , , 
2018/9/5, , 46, , , , 
2018/9/10, , 18, , , , 
2018/4/2, , 75, , , , 
2018/4/3, , 78, , , , 
2018/4/4, , 100, , , , 
2018/4/5, , 78, , , , 
2018/4/6, , 88, , , , 
2018/4/7, , 115, , , , 
2018/4/8, , 127, , , , 
2018/4/9, , 41, , , , 
2018/4/10, , 119, , , , 
2018/4/11, , 25, , , , 
2018/4/12, , 52, , , , 
2018/4/13, , 106, , , , 1
2018/4/14, , 82, , , , 
2018/4/15, , 172, , , , 
2018/4/16, , 77, , , , 
2018/4/17, , 96, , , , 
2018/4/18, , 108, , , , 
2018/4/19, , 166, , , , 
2018/4/20, , 44, , , , 
2018/4/21, , 42, , , , 
2018/4/22, , 73, , , , 
2018/4/23, , 73, , , , 
2018/4/24, , 36, , , , 
2018/4/25, , 45, , , , 
2018/4/26, , 62, , , , 
2018/4/27, , 77, , , , 
2018/4/28, , 50, , , , 
2018/4/29, , 29, , , , 
2018/4/30, , 32, , , , 
2018/5/1, , 40, , , , 
2018/5/2, , 56, , , , 
2018/5/3, , 73, , , , 
2018/5/4, , 92, , , , 
2018/5/5, , 78, , , , 
2018/5/6, , 29, , , , 
2018/5/7, , 47, , , , 
2018/5/8, , 57, , , , 
2018/5/9, , 83, , , , 
2018/5/10, , 73, , , , 
2018/5/11, , 63, , , , 
2018/5/12, , 63, , , , 
2018/5/13, , 72, , , , 
2018/5/14, , 58, , , , 
2018/5/15, , 57, , , , 
2018/5/16, , 53, , , , 
2018/5/17, , 60, , , , 
2018/5/18, , 83, , , , 
2018/5/19, , 83, , , , 
2018/5/20, , 57, , , , 
2018/5/21, , 48, , , , 
2018/5/22, , 45, , , , 
2018/5/23, , 38, , , , 
2018/5/24, , 31, , , , 
2018/5/26, , 49, , , , 
2018/5/27, , 54, , , , 
2018/5/28, , 57, , , , 
2018/5/29, , 59, , , , 
2018/5/30, , 71, , , , 
2018/6/1, , 95, , , , 
2018/6/2, , 106, , , , 
2018/6/3, , 89, , , , 
2018/6/4, , 91, , , , 
2018/6/5, , 71, , , , 
2018/6/6, , 82, , , , 
2018/6/7, , 81, , , , 
2018/6/8, , 96, , , , 
2018/6/10, , 71, , , , 
2018/6/11, , 69, , , , 
2018/6/12, , 89, , , , 
2018/6/13, , 90, , , , 
2018/6/14, , 72, , , , 
2018/6/15, , 70, , , , 
2018/6/16, , 50, , , , 
2018/6/17, , 41, , , , 
2018/6/18, , 46, , , , 
2018/6/19, , 64, , , , 
2018/6/20, , 59, , , , 
2018/6/21, , 68, , , , 
2018/6/22, , 30, , , , 
2018/6/23, , 51, , , , 
2018/1/5, , 53, , , , 1
2018/1/6, , 84, , , , 1
2018/1/7, , 121, , , , 1
2018/1/8, , 114, , , , 1
2018/1/9, , 126, , , , 1
2018/1/10, , 130, , , , 1
2018/1/11, , 171, , , , 
2018/1/12, , 128, , , , 
2018/1/13, , 78, , , , 
2018/1/14, , 60, , , , 
2018/1/15, , 58, , , , 1
2018/1/16, , 97, , , , 
2018/1/17, , 45, , , , 
