date, pm25, pm10, o3, no2, so2, co
2018/11/24, 15, 95, , , , 4
2018/11/25, 28, 89, , , , 4
2018/11/26, 39, 46, , , , 3
2018/11/27, 23, , , , , 
2018/12/4, 12, 30, , , , 3
2018/12/5, 10, 12, , , , 3
2018/12/6, 10, 56, , , , 3
2018/12/7, 28, 55, , , , 3
2018/12/8, 21, 13, , , , 3
2018/12/9, 7, 39, , , , 3
2018/12/11, 18, 47, , , , 3
2018/12/12, 22, 113, , , , 4
2018/12/13, 48, 44, , , , 3
2018/12/14, 6, 27, , , , 3
2018/12/15, 5, 72, , , , 3
2018/12/16, 29, 153, , , , 4
2018/12/17, 76, 88, , , , 3
2018/12/18, 29, 77, , , , 3
2018/12/19, 27, 97, , , , 3
2018/12/20, 31, 31, , , , 3
2018/12/21, 6, 54, , , , 3
2018/12/22, 16, 126, , , , 4
2018/12/23, 49, 105, , , , 4
2018/12/24, 38, 61, , , , 3
2018/12/25, 34, 102, , , , 3
2018/12/26, 54, 52, , , , 3
2018/12/27, 23, 69, , , , 3
2018/12/28, 23, 71, , , , 3
2018/12/29, 19, 14, , , , 3
2018/12/30, 11, 20, , , , 1
2018/12/31, 12, , , , , 
2018/7/31, 13, 54, , , , 2
2018/8/1, 10, 58, , , , 2
2018/8/2, 11, 47, , , , 2
2018/9/6, 6, 29, , , , 1
2018/9/7, 6, 25, , , , 1
2018/9/8, 10, 31, , , , 1
2018/9/9, 10, 39, , , , 1
2018/9/10, 12, 22, , , , 1
2018/9/11, 6, 14, , , , 1
2018/9/12, 4, 18, , , , 1
2018/9/13, 9, 31, , , , 1
2018/9/14, 7, 22, , , , 1
2018/9/15, 6, 24, , , , 1
2018/9/16, 9, 29, , , , 1
2018/9/17, 13, 34, , , , 1
2018/9/18, 11, 35, , , , 1
2018/9/19, 11, 34, , , , 1
2018/9/21, 12, 43, , , , 1
2018/9/22, 15, 46, , , , 1
2018/9/23, 7, 17, , , , 1
2018/9/24, 6, 22, , , , 1
2018/9/25, 14, 43, , , , 1
2018/9/26, 17, 51, , , , 1
2018/9/27, 17, 41, , , , 1
2018/9/28, 6, 16, , , , 1
2018/9/29, 9, 24, , , , 1
2018/9/30, 10, 20, , , , 1
2018/10/1, 8, 19, , , , 1
2018/5/25, 1, 36, , , , 2
2018/6/26, 1, 41, , , , 3
2017/10/26, 1, 81, , , , 1
2017/11/10, 1, 25, , , , 1
2017/11/15, 1, 39, , , , 1
2017/12/1, 1, 103, , , , 1
2017/12/16, 1, 19, , , , 1
2017/8/10, 1, 56, , , , 
2017/4/20, 1, 58, , , , 3
2017/2/16, 1, 31, , , , 2
2017/3/9, 1, 37, , , , 3
2016/11/8, 1, 151, , , , 1
2020/5/2, , 38, , , , 
2020/5/10, , 41, , , , 
2020/4/27, , 41, , , , 
2020/3/8, , 39, , , , 
2020/3/15, , 40, , , , 
2020/3/20, , 37, , , , 
2020/1/1, , 38, , , 1, 1
2019/10/27, , 65, , , , 
2019/10/28, , 51, , , , 
2019/12/10, , 68, , , , 
2019/7/10, , 60, , , , 
2019/7/11, , 45, , , , 1
2019/9/8, , 59, , , , 1
2019/9/9, , 41, , , , 1
2019/9/10, , 39, , , , 1
2019/9/11, , 35, , , , 1
2019/9/12, , 33, , , , 1
2019/9/13, , 53, , , , 1
2019/9/14, , 36, , , , 1
2019/9/15, , 34, , , , 1
2019/9/16, , 27, , , , 1
2019/5/24, , , , , , 
2019/5/25, , , , , , 
2019/5/26, , , , , , 
2019/5/27, , , , , , 
2019/5/28, , , , , , 
2019/5/29, , , , , , 
2019/5/30, , , , , , 
2019/5/31, , , , , , 
2019/6/1, , , , , , 
2019/6/2, , , , , , 
2019/6/3, , , , , , 
2019/6/4, , , , , , 
2019/6/16, , , , , , 
2019/1/1, , , , , , 
2019/2/13, , , , , , 
2019/3/11, , , , , , 
2018/11/7, , 102, , , , 3
2018/12/3, , 29, , , , 3
2018/12/10, , 47, , , , 3
2018/7/2, , 95, , , , 3
2018/7/3, , 110, , , , 3
2018/7/4, , 97, , , , 3
2018/7/5, , 85, , , , 3
2018/7/6, , 78, , , , 3
2018/7/7, , 43, , , , 3
2018/7/8, , 37, , , , 3
2018/7/9, , 42, , , , 3
2018/7/10, , 72, , , , 3
2018/7/11, , 73, , , , 3
2018/7/12, , 54, , , , 3
2018/7/13, , 75, , , , 3
2018/7/14, , 66, , , , 3
2018/7/15, , 51, , , , 3
2018/7/16, , 107, , , , 3
2018/7/17, , 130, , , , 3
2018/7/18, , 93, , , , 3
2018/7/19, , 86, , , , 3
2018/7/20, , 82, , , , 3
2018/7/21, , 74, , , , 3
2018/7/22, , 73, , , , 3
2018/7/23, , 99, , , , 3
2018/7/24, , 73, , , , 3
2018/7/25, , 93, , , , 3
2018/7/26, , 109, , , , 3
2018/7/27, , 75, , , , 2
